original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key,family
Fumaria macrocarpa,7314774,,Fumaria macrocarpa Parl.,Plantae,Fumaria,Fumaria macrocarpa,7314774,Papaveraceae
Amsinckia calycina,4060237,,Amsinckia calycina (Moris) Chater,Plantae,Amsinckia,Amsinckia calycina,4060237,Boraginaceae
Amsinckia douglasiana,2925887,,Amsinckia douglasiana A.DC.,Plantae,Amsinckia,Amsinckia douglasiana,2925887,Boraginaceae
Anchusa arvensis (L.) Bieb.,7982157,9309359,Anchusa arvensis (L.) M.Bieb.,Plantae,Lycopsis,Lycopsis arvensis,9309359,Boraginaceae
Borago sp.,2926109,,Borago L.,Plantae,Borago,spp.,2926109,Boraginaceae
Cryptantha sp.,8057105,,Cryptantha Lehm. ex Fisch. & C.A.Mey.,Plantae,Cryptantha,spp.,8057105,Boraginaceae
Cryptantha virgata,2926163,2926164,Cryptantha virgata (Porter) Payson,Plantae,Oreocarya,Oreocarya virgata,2926164,Boraginaceae
Mertensia ciliata,5341240,,Mertensia ciliata (James ex Torr.) G.Don,Plantae,Mertensia,Mertensia ciliata,5341240,Boraginaceae
Oreocarya cana,2926167,,Oreocarya cana A.Nelson,Plantae,Oreocarya,Oreocarya cana,2926167,Boraginaceae
Oreocarya flava,2926315,,Oreocarya flava A.Nelson,Plantae,Oreocarya,Oreocarya flava,2926315,Boraginaceae
Symphytum uplandicum,2926068,,Symphytum × uplandicum Nyman,Plantae,Symphytum,Symphytum uplandicum,2926068,Boraginaceae
Casimiroa sp.,3190132,,Casimiroa La Llave & Lex.,Plantae,Casimiroa,spp.,3190132,Rutaceae
Cousinia pterocaulos,3101795,,Cousinia pterocaulos (C.A.Mey.) Rech.fil.,Plantae,Cousinia,Cousinia pterocaulos,3101795,Asteraceae
Geijera spp.,3833450,,Geijera Schott,Plantae,Geijera,spp.,3833450,Rutaceae
Glycosma spp.,7318457,,"Glycosma Nutt. ex Torr. & A.Gray, 1840",Plantae,Glycosma,spp.,7318457,Apiaceae
Leucas lanata,7788585,,Leucas lanata Benth.,Plantae,Leucas,Leucas lanata,7788585,Lamiaceae
Tylostylis discolor,2815023,2815025,Tylostylis discolor (Lindl.) Hook.f.,Plantae,Callostylis,Callostylis rigida,2815025,Orchidaceae
Udotea flabellum,2643426,,Udotea flabellum (J.Ellis & Sol.) M.A.Howe,Plantae,Udotea,Udotea flabellum,2643426,Udoteaceae
Senecio ceratophylloides,3109041,,Senecio ceratophylloides Griseb.,Plantae,Senecio,Senecio ceratophylloides,3109041,Asteraceae
Senecio selloi,3108638,,Senecio selloi (Spreng.) DC.,Plantae,Senecio,Senecio selloi,3108638,Asteraceae
Piper interruptum,4184434,,Piper interruptum Opiz,Plantae,Piper,Piper interruptum,4184434,Piperaceae
Allamanda blanchetii,3169835,,Allamanda blanchetii A.DC.,Plantae,Allamanda,Allamanda blanchetii,3169835,Apocynaceae
Plumeria bracteata,3615988,7317391,Plumeria bracteata A.DC.,Plantae,Himatanthus,Himatanthus bracteatus,7317391,Apocynaceae
Hasteola suaveolens,3151877,,Hasteola suaveolens (L.) Pojark.,Plantae,Hasteola,Hasteola suaveolens,3151877,Asteraceae
Packera aurea,3114043,,Packera aurea (L.) Á.Löve & D.Löve,Plantae,Packera,Packera aurea,3114043,Asteraceae
Senecio reicheanus,3108679,,Senecio reicheanus Cabrera,Plantae,Senecio,Senecio reicheanus,3108679,Asteraceae
Calobota saharae,4929856,,Calobota saharae (Coss. & Durieu) Boatwr. & B.-E.van Wyk,Plantae,Calobota,Calobota saharae,4929856,Fabaceae
Coelidium fourcadei,5359972,,Coelidium fourcadei Compton,Plantae,Amphithalea,Coelidium fourcadei,5359972,Fabaceae
Cytisus balansae,5354626,,Cytisus balansae (Boiss.) Ball,Plantae,Cytisus,Cytisus balansae,5354626,Fabaceae
Cytisus beanii,7807501,,Cytisus × beanii G.Nicholson,Plantae,Cytisus,Cytisus beanii,7807501,Fabaceae
Echinospartum lusitanicum,2959225,,Echinospartum lusitanicum (L.) Rothm.,Plantae,Echinospartum,Echinospartum lusitanicum,2959225,Fabaceae
Eranthemum pulchellum,3172936,,Eranthemum pulchellum Andrews,Plantae,Eranthemum,Eranthemum pulchellum,3172936,Acanthaceae
Helichrysum albirosulatum,3132022,,Helichrysum albirosulatum Killick,Plantae,Helichrysum,Helichrysum albirosulatum,3132022,Asteraceae
Leobordea eriantha,7640572,,Leobordea eriantha (Benth.) B.-E.van Wyk & Boatwr.,Plantae,Leobordea,Leobordea eriantha,7640572,Fabaceae
Leobordea longicephala,8225828,,Leobordea longicephala (B.-E.van Wyk) B.-E.van Wyk & Boatwr.,Plantae,Leobordea,Leobordea longicephala,8225828,Fabaceae
Lotononis alpina,2945299,,Lotononis alpina (Eckl. & Zeyh.) B.-E.van Wyk,Plantae,Lotononis,Lotononis alpina,2945299,Fabaceae
Lotononis calycina,2945281,10854254,Lotononis calycina (E.Mey.) Benth.,Plantae,Leobordea,Leobordea divaricata,10854254,Fabaceae
Lotononis carinata,2945402,7784512,Lotononis carinata (E.Mey.) Benth.,Plantae,Leobordea,Leobordea carinata,7784512,Fabaceae
Lotononis comptonii,2945427,,Lotononis comptonii B.-E.van Wyk,Plantae,Lotononis,Lotononis comptonii,2945427,Fabaceae
Lotononis divaricata,2945252,,Lotononis divaricata Benth.,Plantae,Lotononis,Lotononis divaricata,2945252,Fabaceae
Lotononis listii,2945419,5349425,Lotononis listii Polhill,Plantae,Listia,Listia heterophylla,5349425,Fabaceae
Lotononis meyeri,2945242,,Lotononis meyeri (C.Presl) B.-E.van Wyk,Plantae,Lotononis,Lotononis meyeri,2945242,Fabaceae
Lupinus consentinii,11211185,,Lupinus consentinii Guss.,Plantae,Lupinus,Lupinus consentinii,11211185,Fabaceae
Lupinus gussoneanus,3972042,,Lupinus gussoneanus J.Agardh,Plantae,Lupinus,Lupinus gussoneanus,3972042,Fabaceae
Lupinus polycarpus,2963812,,Lupinus polycarpus Greene,Plantae,Lupinus,Lupinus polycarpus,2963812,Fabaceae
Maackia amurensis subsp. buergeri,5360279,6309724,Maackia amurensis subsp. buergeri (Maxim.) C.K.Schneid.,Plantae,Maackia,Maackia amurensis,6309724,Fabaceae
Ormosia coccinea,5355587,,Ormosia coccinea (Aubl.) Jacks.,Plantae,Ormosia,Ormosia coccinea,5355587,Fabaceae
Stirtonanthus insignis,2944675,,Stirtonanthus insignis (Compton) B.-E.van Wyk & A.L.Schutte,Plantae,Stirtonanthus,Stirtonanthus insignis,2944675,Fabaceae
Templetonia egena,5360128,,Templetonia egena (F.Muell.) Benth.,Plantae,Templetonia,Templetonia egena,5360128,Fabaceae
Valeriana fasciculata,4095884,4095636,Valeriana fasciculata Vorosch. & Gorovoj,Plantae,Valeriana,Valeriana ajanensis,4095636,Caprifoliaceae
Aralia taibaiensis,3037001,3037000,Aralia taibaiensis Z.Z.Wang & H.C.Zheng,Plantae,Aralia,Aralia stipulata,3037000,Araliaceae
Boehmeria japonica,7300501,,Boehmeria japonica (L.fil.) Miq.,Plantae,Boehmeria,Boehmeria japonica,7300501,Urticaceae
Boehmeria sieboldiana,4101147,,Boehmeria sieboldiana Blume,Plantae,Boehmeria,Boehmeria sieboldiana,4101147,Urticaceae
Echinops talassicus,5392775,,Echinops talassicus Golosk.,Plantae,Echinops,Echinops talassicus,5392775,Asteraceae
Frullania solanderiana,9574376,,Frullania solanderiana Colenso,Plantae,Frullania,Frullania solanderiana,9574376,Frullaniaceae
Pellionia minima,4101136,4101244,Pellionia minima Makino,Plantae,Elatostema,Elatostema brevifolium,4101244,Urticaceae
Pellionia pellucida,4100946,7740279,Pellionia pellucida (Raf.) Merr.,Plantae,Elatostema,Elatostema scabrum,7740279,Urticaceae
Pentanisia prunelloides,2898462,,Pentanisia prunelloides (Klotzsch) Walp.,Plantae,Pentanisia,Pentanisia prunelloides,2898462,Rubiaceae
Phoenix paludosa,5293182,,Phoenix paludosa Roxb.,Plantae,Phoenix,Phoenix paludosa,5293182,Arecaceae
Simaba ferruginea,7329582,9285448,Simaba ferruginea A.St.-Hil.,Plantae,Homalolepis,Homalolepis ferruginea,9285448,Simaroubaceae
Porella acutifolia ssp.tosana,8419428,,Porella acutifolia subsp. tosana (Steph.) S.Hatt.,Plantae,Porella,Porella acutifolia,8419428,Porellaceae
Garcinia forbesii,3714626,,Garcinia forbesii King,Plantae,Garcinia,Garcinia forbesii,3714626,Clusiaceae
Critonia portoricensis,5385788,,Critonia portoricensis (Urb.) Britton & P.Wilson,Plantae,Critonia,Critonia portoricensis,5385788,Asteraceae
Kickxia asparagoides,7643733,3737255,Kickxia asparagoides (Schweinf.) Cufod.,Plantae,Nanorrhinum,Nanorrhinum asparagoides,3737255,Plantaginaceae
Kickxia commutata,8111514,,Kickxia commutata (Bernh. ex Rchb.) Fritsch,Plantae,Kickxia,Kickxia commutata,8111514,Plantaginaceae
Orthocarpus luteus,3171645,,Orthocarpus luteus Nutt.,Plantae,Orthocarpus,Orthocarpus luteus,3171645,Orobanchaceae
Orthocarpus tolmiei,3171646,,Orthocarpus tolmiei Hook. & Arn.,Plantae,Orthocarpus,Orthocarpus tolmiei,3171646,Orobanchaceae
Melaleuca cordata,5415933,,Melaleuca cordata Turcz.,Plantae,Melaleuca,Melaleuca cordata,5415933,Myrtaceae
Crinum glaucum,2853650,,Crinum glaucum A.Chev.,Plantae,Crinum,Crinum glaucum,2853650,Amaryllidaceae
Ismene longipetala,5326965,,Ismene longipetala (Lindl.) Meerow,Plantae,Ismene,Ismene longipetala,5326965,Amaryllidaceae
Narcissus bulbocodium,2858846,,Narcissus bulbocodium L.,Plantae,Narcissus,Narcissus bulbocodium,2858846,Amaryllidaceae
Narcissus hispanicus,2858384,,Narcissus hispanicus Gouan,Plantae,Narcissus,Narcissus hispanicus,2858384,Amaryllidaceae
Scadoxus multiflorus,2860677,,Scadoxus multiflorus (Martyn) Raf.,Plantae,Scadoxus,Scadoxus multiflorus,2860677,Amaryllidaceae
Zephyranthes rosea,2859817,,Zephyranthes rosea Lindl.,Plantae,Zephyranthes,Zephyranthes rosea,2859817,Amaryllidaceae
Astragalus melilotoides,5345380,,Astragalus melilotoides Pall.,Plantae,Astragalus,Astragalus melilotoides,5345380,Fabaceae
Carex nigra,2724925,,Carex nigra (L.) Reichard,Plantae,Carex,Carex nigra,2724925,Cyperaceae
Eremanthus goyazensis,3133665,,Eremanthus goyazensis (Gardner) Sch.Bip.,Plantae,Eremanthus,Eremanthus goyazensis,3133665,Asteraceae
Ericameria linearifolia,3102946,,Ericameria linearifolia (DC.) Urbatsch & Wussow,Plantae,Ericameria,Ericameria linearifolia,3102946,Asteraceae
Eugenia axillaris,5416259,,Eugenia axillaris (Sw.) Willd.,Plantae,Eugenia,Eugenia axillaris,5416259,Myrtaceae
Prosopis humilis,5358509,,Prosopis humilis Gillies ex Hook.,Plantae,Prosopis,Prosopis humilis,5358509,Fabaceae
Prosopis ruizlealii,5358549,,Prosopis ruizlealii Burkart,Plantae,Prosopis,Prosopis ruizlealii,5358549,Fabaceae
Reineckea carnea,2772865,,Reineckea carnea (Andrews) Kunth,Plantae,Reineckea,Reineckea carnea,2772865,Asparagaceae
Sarcotoxicum salicifolium,3873079,,Sarcotoxicum salicifolium (Griseb.) Cornejo & Iltis,Plantae,Sarcotoxicum,Sarcotoxicum salicifolium,3873079,Capparaceae
Tagetes stenophylla,3088559,,Tagetes stenophylla B.L.Rob.,Plantae,Tagetes,Tagetes stenophylla,3088559,Asteraceae
Vachellia caven,3795588,,Vachellia caven (Molina) Seigler & Ebinger,Plantae,Vachellia,Vachellia caven,3795588,Fabaceae
Vellozia,2693690,,Vellozia Vand.,Plantae,Vellozia,spp.,2693690,Velloziaceae
Aglaia leucophylla,5597514,,Aglaia leucophylla King,Plantae,Aglaia,Aglaia leucophylla,5597514,Meliaceae
Castela polyandra,3708933,,Castela polyandra Moran & Felger,Plantae,Castela,Castela polyandra,3708933,Simaroubaceae
Dysoxylum variabile,3851455,11762160,Dysoxylum variabile Harms,Plantae,Didymocheton,Didymocheton variabilis,11762160,Meliaceae
Artocarpus spp.,2984563,,Artocarpus J.R.Forst. & G.Forst.,Plantae,Artocarpus,spp.,2984563,Moraceae
Astragalus buchtormensis,5343513,,Astragalus buchtormensis Pall.,Plantae,Astragalus,Astragalus buchtormensis,5343513,Fabaceae
Astragalus exscapus,5343540,,Astragalus exscapus L.,Plantae,Astragalus,Astragalus exscapus,5343540,Fabaceae
Ononis fruticosa,2977293,,Ononis fruticosa L.,Plantae,Ononis,Ononis fruticosa,2977293,Fabaceae
Anarrhinum pedatum,3742394,,Anarrhinum pedatum Desf.,Plantae,Anarrhinum,Anarrhinum pedatum,3742394,Plantaginaceae
Antirrhinum siculum,7740323,,Antirrhinum siculum Mill.,Plantae,Antirrhinum,Antirrhinum siculum,7740323,Plantaginaceae
Cymbalaria muralis,8200663,,"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb.",Plantae,Cymbalaria,Cymbalaria muralis,8200663,Plantaginaceae
Gambelia speciosa,5414593,,Gambelia speciosa Nutt.,Plantae,Gambelia,Gambelia speciosa,5414593,Plantaginaceae
Linaria arcusangeli,7865843,,Linaria arcusangeli Atzei & Camarda,Plantae,Linaria,Linaria arcusangeli,7865843,Plantaginaceae
Linaria flava,7612469,,Linaria flava (Poir.) Desf.,Plantae,Linaria,Linaria flava,7612469,Plantaginaceae
Ainsliaea acerifolia,3133793,,Ainsliaea acerifolia Sch.Bip.,Plantae,Ainsliaea,Ainsliaea acerifolia,3133793,Asteraceae
Ainsliaea fragrans,3133817,,Ainsliaea fragrans Champ. ex Benth.,Plantae,Ainsliaea,Ainsliaea fragrans,3133817,Asteraceae
Brachylaena nereifolia,4231588,,"Brachylaena nereifolia R.Br., 1817",Plantae,Brachylaena,Brachylaena nereifolia,4231588,Asteraceae
Scalesia,10777225,,Scalesia Arn. ex Lindl.,Plantae,Scalesia,spp.,10777225,Asteraceae
Thymus loscosii,7307052,,Thymus loscosii Willk.,Plantae,Thymus,Thymus loscosii,7307052,Lamiaceae
Garcinia mannii,3713805,,Garcinia mannii Oliv.,Plantae,Garcinia,Garcinia mannii,3713805,Clusiaceae
Curcuma picta,2757656,,Curcuma picta Roxb. ex Škorničk.,Plantae,Curcuma,Curcuma picta,2757656,Zingiberaceae
Clarkia heterandra,5420973,,Clarkia heterandra (Torr.) F.H.Lewis & P.H.Raven,Plantae,Clarkia,Clarkia heterandra,5420973,Onagraceae
Oenothera linifolia,3188878,,Oenothera linifolia Nutt.,Plantae,Oenothera,Oenothera linifolia,3188878,Onagraceae
Drosera gigantea,3191018,,Drosera gigantea Lindl.,Plantae,Drosera,Drosera gigantea,3191018,Droseraceae
Pimelea prostrata,3568952,,Pimelea prostrata (J.R. & G.Forst.) Willd.,Plantae,Pimelea,Pimelea prostrata,3568952,Thymelaeaceae
Adenocarpus boudyi,2951637,,Adenocarpus boudyi Batt. & Maire,Plantae,Adenocarpus,Adenocarpus boudyi,2951637,Fabaceae
Youngia denticulata,7543840,,"Youngia denticulata (Houtt.) DC., 1838",Plantae,Youngia,Youngia denticulata,7543840,Asteraceae
Abies cilicica,2685628,,Abies cilicica (Antoine & Kotschy) Carrière,Plantae,Abies,Abies cilicica,2685628,Pinaceae
