original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key,family,family_id
Erinacea anthyllis,2977757,,Erinacea anthyllis Link,Plantae,Erinacea,Erinacea anthyllis,2977757,Fabaceae,193
Eriosema glomeratum,5928705,,Eriosema glomeratum (Guill. & Perr.) Hook.f.,Plantae,Eriosema,Eriosema glomeratum,5928705,Fabaceae,193
Eriosema nutans,5348948,,Eriosema nutans Schinz,Plantae,Eriosema,Eriosema nutans,5348948,Fabaceae,193
Fagelia bituminosa,5354463,2958159.0,Fagelia bituminosa (L.) DC.,Plantae,Bolusafra,Bolusafra bituminosa,2958159,Fabaceae,193
Flemingia paniculata,5359909,,Flemingia paniculata Wall. ex Benth.,Plantae,Flemingia,Flemingia paniculata,5359909,Fabaceae,193
Galactia jussiaeana,2984214,,Galactia jussiaeana Kunth,Plantae,Galactia,Galactia jussiaeana,2984214,Fabaceae,193
Genista albida,5347692,,Genista albida Willd.,Plantae,Genista,Genista albida,5347692,Fabaceae,193
Genista cupanii,5347731,,Genista cupanii Guss.,Plantae,Genista,Genista cupanii,5347731,Fabaceae,193
Genista hispanica,5347761,,Genista hispanica L.,Plantae,Genista,Genista hispanica,5347761,Fabaceae,193
Genista hystrix,5347662,,Genista hystrix Lange,Plantae,Genista,Genista hystrix,5347662,Fabaceae,193
Genista linifolia,5347599,,Genista linifolia L.,Plantae,Genista,Genista linifolia,5347599,Fabaceae,193
Genista microphylla,5347681,,Genista microphylla DC.,Plantae,Genista,Genista microphylla,5347681,Fabaceae,193
Genista pulchella,5347708,,Genista pulchella Vis.,Plantae,Genista,Genista pulchella,5347708,Fabaceae,193
Genista sericea,5347781,,Genista sericea Wulfen,Plantae,Genista,Genista sericea,5347781,Fabaceae,193
Genista tridens,5347749,,Genista tridens (Cav.) DC.,Plantae,Genista,Genista tridens,5347749,Fabaceae,193
Genista ulicina,5347555,,Genista ulicina Spach,Plantae,Genista,Genista ulicina,5347555,Fabaceae,193
Glycine clandestina,5359647,,Glycine clandestina J.C.Wendl.,Plantae,Glycine,Glycine clandestina,5359647,Fabaceae,193
Glycine latifolia,5359678,,Glycine latifolia (Benth.) Newell & T.Hymowitz,Plantae,Glycine,Glycine latifolia,5359678,Fabaceae,193
Kennedia coccinea,2959172,,Kennedia coccinea (Curtis) Vent.,Plantae,Kennedia,Kennedia coccinea,2959172,Fabaceae,193
Kennedia nigricans,2959166,,Kennedia nigricans Lindl.,Plantae,Kennedia,Kennedia nigricans,2959166,Fabaceae,193
Kennedia procurrens,2959171,,Kennedia procurrens Benth.,Plantae,Kennedia,Kennedia procurrens,2959171,Fabaceae,193
Kennedia rubicunda,2959161,,Kennedia rubicunda (Schneev.) Vent.,Plantae,Kennedia,Kennedia rubicunda,2959161,Fabaceae,193
Macroptilium bracteatum,2945040,,Macroptilium bracteatum (Nees & Mart.) Maréchal & Baudet,Plantae,Macroptilium,Macroptilium bracteatum,2945040,Fabaceae,193
Macroptilium martii,2945043,,Macroptilium martii (Benth.) Maréchal & Baudet,Plantae,Macroptilium,Macroptilium martii,2945043,Fabaceae,193
Ophiorrhiza kunstleri,5340740,,Ophiorrhiza kunstleri King,Plantae,Ophiorrhiza,Ophiorrhiza kunstleri,5340740,Rubiaceae,381
Otholobium spicatum,2978039,2978041.0,Otholobium spicatum (L.) C.H.Stirt.,Plantae,Psoralea,Psoralea spicata,2978041,Fabaceae,193
Otholobium wilmsii,2978035,2978036.0,Otholobium wilmsii (Harms) C.H.Stirt.,Plantae,Psoralea,Psoralea wilmsii,2978036,Fabaceae,193
Penstemon teucrioides,3171441,,Penstemon teucrioides Greene,Plantae,Penstemon,Penstemon teucrioides,3171441,Plantaginaceae,408
Phaseolus Lunatus,2947798,,Phaseolus L.,Plantae,Phaseolus,spp.,2947798,Fabaceae,193
Phaseolus coccineus,5350466,,Phaseolus coccineus L.,Plantae,Phaseolus,Phaseolus coccineus,5350466,Fabaceae,193
Pseudeminia comosa,2946338,,Pseudeminia comosa (Baker) Verdc.,Plantae,Pseudeminia,Pseudeminia comosa,2946338,Fabaceae,193
Pseudoeriosema borianii,2946495,,Pseudoeriosema borianii (Schweinf.) Hauman,Plantae,Pseudoeriosema,Pseudoeriosema borianii,2946495,Fabaceae,193
Pseudovigna argentea,2945113,,Pseudovigna argentea (Willd.) Verdc.,Plantae,Pseudovigna,Pseudovigna argentea,2945113,Fabaceae,193
Tabebuia chrysantha,3172524,7298485.0,Tabebuia chrysantha (Jacq.) Nicholson,Plantae,Handroanthus,Handroanthus chrysanthus,7298485,Bignoniaceae,391
Trifolium fragiferum,5358935,,Trifolium fragiferum L.,Plantae,Trifolium,Trifolium fragiferum,5358935,Fabaceae,193
Trifolium rubens,5359249,,Trifolium rubens L.,Plantae,Trifolium,Trifolium rubens,5359249,Fabaceae,193
Gomphrena boliviana,7323403,,Gomphrena boliviana Moq.,Plantae,Gomphrena,Gomphrena boliviana,7323403,Amaranthaceae,306
Gomphrena martiana,3084905,,Gomphrena martiana Gillies ex Moq.,Plantae,Gomphrena,Gomphrena martiana,3084905,Amaranthaceae,306
Medicosma cunninghamii,3834287,,Medicosma cunninghamii (Hook.) Hook.fil.,Plantae,Medicosma,Medicosma cunninghamii,3834287,Rutaceae,257
Scutellaria caerulea,7457891,5609576.0,Scutellaria caerulea Sessé & Moc. ex Benth.,Plantae,Scutellaria,Scutellaria dumetorum,5609576,Lamiaceae,396
Scutellaria hypericifolia,7308729,,Scutellaria hypericifolia H.Lév.,Plantae,Scutellaria,Scutellaria hypericifolia,7308729,Lamiaceae,396
Scutellaria likiangensis,5608999,,Scutellaria likiangensis Diels,Plantae,Scutellaria,Scutellaria likiangensis,5608999,Lamiaceae,396
Scutellaria oxystegia,5608640,,Scutellaria oxystegia Juz.,Plantae,Scutellaria,Scutellaria oxystegia,5608640,Lamiaceae,396
Scutellaria rehderiana,5608398,,Scutellaria rehderiana Diels,Plantae,Scutellaria,Scutellaria rehderiana,5608398,Lamiaceae,396
Scutellaria squarrosa,5608115,,Scutellaria squarrosa Nevski,Plantae,Scutellaria,Scutellaria squarrosa,5608115,Lamiaceae,396
Scutellaria viscidula,5607891,,Scutellaria viscidula Bunge,Plantae,Scutellaria,Scutellaria viscidula,5607891,Lamiaceae,396
Annona tomentosa,5407286,,Annona tomentosa R.E.Fr.,Plantae,Annona,Annona tomentosa,5407286,Annonaceae,15
Calotis multicaulis,3098182,,Calotis multicaulis (Turcz.) Druce,Plantae,Calotis,Calotis multicaulis,3098182,Asteraceae,423
Campanula elatior,3161935,,Campanula L.,Plantae,Campanula,spp.,3161935,Campanulaceae,426
Campanula ossetica,5411996,,Campanula ossetica M.Bieb.,Plantae,Campanula,Campanula ossetica,5411996,Campanulaceae,426
Castilleja rubicundula var. lithospermoides,3735169,,Castilleja rubicundula var. lithospermoides (Benth.) J.M.Egger,Plantae,Castilleja,Castilleja rubicundula,3735169,Orobanchaceae,403
Catalpa speciosa,3172612,,Catalpa speciosa (Warder ex Barney) Warder ex Engelm.,Plantae,Catalpa,Catalpa speciosa,3172612,Bignoniaceae,391
Cephalaria pastricensis,4104113,,Cephalaria pastricensis Dörfl. & Hayek,Plantae,Cephalaria,Cephalaria pastricensis,4104113,Caprifoliaceae,438
Chaetosciadium trichospermum,3640529,3632335.0,Chaetosciadium trichospermum (L.) Boiss.,Plantae,Torilis,Torilis trichosperma,3632335,Apiaceae,439
Cirsium heterophyllum,3113745,,Cirsium heterophyllum (L.) Hill,Plantae,Cirsium,Cirsium heterophyllum,3113745,Asteraceae,423
Codonopsis foetens,5412897,,Codonopsis foetens Hook.f. & Thomson,Plantae,Codonopsis,Codonopsis foetens,5412897,Campanulaceae,426
Cotula turbinata,3112098,,Cotula turbinata L.,Plantae,Cotula,Cotula turbinata,3112098,Asteraceae,423
Cymbidium goeringii,5305668,,Cymbidium goeringii (Rchb.f.) Rchb.f.,Plantae,Cymbidium,Cymbidium goeringii,5305668,Orchidaceae,75
Dracocephalum rupestre,3901985,,Dracocephalum rupestre Hance,Plantae,Dracocephalum,Dracocephalum rupestre,3901985,Lamiaceae,396
Elymus canadensis,5290282,,Elymus canadensis L.,Plantae,Elymus,Elymus canadensis,5290282,Poaceae,102
Gymnarrhena micrantha,3103902,,Gymnarrhena micrantha Desf.,Plantae,Gymnarrhena,Gymnarrhena micrantha,3103902,Asteraceae,423
Lavandula mairei var. antiatlantica,6710243,,Lavandula mairei var. antiatlantica (Maire) Maire,Plantae,Lavandula,Lavandula mairei,6710243,Lamiaceae,396
Linum grandiflorum,2873926,,Linum grandiflorum Desf.,Plantae,Linum,Linum grandiflorum,2873926,Linaceae,174
Lomatium dissectum,3034268,,Lomatium dissectum (Nutt. ex Torr. & A.Gray) Mathias & Constance,Plantae,Lomatium,Lomatium dissectum,3034268,Apiaceae,439
Parodiodoxa chionophila,3054153,,Parodiodoxa chionophila (Speg.) O.E.Schulz,Plantae,Parodiodoxa,Parodiodoxa chionophila,3054153,Brassicaceae,273
Salix brachypoda,5581797,,Salix brachypoda (Trautv. & C.A.Mey.) Kom.,Plantae,Salix,Salix brachypoda,5581797,Salicaceae,187
Salix caspica,8228557,,Salix caspica Pall.,Plantae,Salix,Salix caspica,8228557,Salicaceae,187
Salix caucasica,5583025,,Salix caucasica Andersson,Plantae,Salix,Salix caucasica,5583025,Salicaceae,187
Salix daphnoides,9153437,,Salix daphnoides Vill.,Plantae,Salix,Salix daphnoides,9153437,Salicaceae,187
Salix glauca,5372963,,Salix glauca L.,Plantae,Salix,Salix glauca,5372963,Salicaceae,187
Salix gracilistyla,7104103,,Salix gracilistyla Miq.,Plantae,Salix,Salix gracilistyla,7104103,Salicaceae,187
Salix kochiana,8178612,,Salix kochiana Trautv.,Plantae,Salix,Salix kochiana,8178612,Salicaceae,187
Salix saxatilis,7266521,,Salix saxatilis Turcz.,Plantae,Salix,Salix saxatilis,7266521,Salicaceae,187
Sanvitalia procumbens,3104106,,Sanvitalia procumbens Lam.,Plantae,Sanvitalia,Sanvitalia procumbens,3104106,Asteraceae,423
Soulamea muelleri,3708695,,Soulamea muelleri Brongn. & Gris,Plantae,Soulamea,Soulamea muelleri,3708695,Simaroubaceae,260
Trifolium ochroleucon,5359209,,Trifolium ochroleucon Huds.,Plantae,Trifolium,Trifolium ochroleucon,5359209,Fabaceae,193
Turgenia latifolia,3034778,,Turgenia latifolia (L.) Hoffm.,Plantae,Turgenia,Turgenia latifolia,3034778,Apiaceae,439
Verbascum pyroliforme,3736694,,Verbascum pyroliforme (Boiss. & Heldr.) Kuntze,Plantae,Verbascum,Verbascum pyroliforme,3736694,Scrophulariaceae,411
Veronica fuhsii,3731344,,Veronica fuhsii Freyn & Sint.,Plantae,Veronica,Veronica fuhsii,3731344,Plantaginaceae,408
Veronica thymoides ssp. pseudocinerea,3724973,,Veronica thymoides subsp. pseudocinerea M.A.Fisch.,Plantae,Veronica,Veronica thymoides,3724973,Plantaginaceae,408
Veronicastrum sibiricum,7331522,,Veronicastrum sibiricum (L.) Pennell,Plantae,Veronicastrum,Veronicastrum sibiricum,7331522,Plantaginaceae,408
Xyris longiscapa,2692679,,Xyris longiscapa L.A.Nilsson,Plantae,Xyris,Xyris longiscapa,2692679,Xyridaceae,110
Xyris obtusiuscula,2693084,,Xyris obtusiuscula L.A.Nilsson,Plantae,Xyris,Xyris obtusiuscula,2693084,Xyridaceae,110
Allanblackia stuhlmannii,3713122,,Allanblackia stuhlmannii (Engl.) Engl.,Plantae,Allanblackia,Allanblackia stuhlmannii,3713122,Clusiaceae,160
Aspalathus capitata,5348279,,Aspalathus capitata L.,Plantae,Aspalathus,Aspalathus capitata,5348279,Fabaceae,193
Aspalathus chortophila,5348243,,Aspalathus chortophila Eckl. & Zeyh.,Plantae,Aspalathus,Aspalathus chortophila,5348243,Fabaceae,193
Aspalathus cordata,5347911,,Aspalathus cordata (L.) R.Dahlgren,Plantae,Aspalathus,Aspalathus cordata,5347911,Fabaceae,193
Aspalathus hirta,5348248,,Aspalathus hirta E.Mey.,Plantae,Aspalathus,Aspalathus hirta,5348248,Fabaceae,193
Aspalathus juniperina,5348179,,Aspalathus juniperina Thunb.,Plantae,Aspalathus,Aspalathus juniperina,5348179,Fabaceae,193
Aspalathus longifolia,5348168,,Aspalathus longifolia Benth.,Plantae,Aspalathus,Aspalathus longifolia,5348168,Fabaceae,193
Aspalathus nivea,5348384,,Aspalathus nivea Thunb.,Plantae,Aspalathus,Aspalathus nivea,5348384,Fabaceae,193
Aspalathus perfoliata,5348371,,Aspalathus perfoliata (Lam.) R.Dahlgren,Plantae,Aspalathus,Aspalathus perfoliata,5348371,Fabaceae,193
Boehmeria caudata,7610513,,Boehmeria caudata Sw.,Plantae,Boehmeria,Boehmeria caudata,7610513,Urticaceae,206
Chamaecytisus ruthenicus,5354537,,Chamaecytisus ruthenicus (Fisch. ex Wol.) Klásk.,Plantae,Chamaecytisus,Chamaecytisus ruthenicus,5354537,Fabaceae,193
Gymnospermium darwasicum,3981718,,Gymnospermium darwasicum (Regel) Takht.,Plantae,Gymnospermium,Gymnospermium darwasicum,3981718,Berberidaceae,112
Leptolobium dasycarpum,5358422,,Leptolobium dasycarpum Vogel,Plantae,Leptolobium,Leptolobium dasycarpum,5358422,Fabaceae,193
Liparia calycina,3978025,,Liparia calycina (L.Bolus) A.L.Schutte,Plantae,Liparia,Liparia calycina,3978025,Fabaceae,193
Liparia capitata,3978021,,Liparia capitata (Lam.) Thunb.,Plantae,Liparia,Liparia capitata,3978021,Fabaceae,193
Liparia hirsuta,3977981,,Liparia hirsuta Thunb.,Plantae,Liparia,Liparia hirsuta,3977981,Fabaceae,193
Liparia laevigata,3977975,,Liparia laevigata (L.) Thunb.,Plantae,Liparia,Liparia laevigata,3977975,Fabaceae,193
Liparia latifolia,3977971,,Liparia latifolia (Benth.) A.L.Schutte,Plantae,Liparia,Liparia latifolia,3977971,Fabaceae,193
Liparia parva,2941165,,Liparia parva Vogel ex Walp.,Plantae,Liparia,Liparia parva,2941165,Fabaceae,193
Liparia splendens,2941159,,Liparia splendens (Burm.f.) Bos & de Wit,Plantae,Liparia,Liparia splendens,2941159,Fabaceae,193
Lupinus albescens,2964724,,Lupinus albescens Hook. & Arn.,Plantae,Lupinus,Lupinus albescens,2964724,Fabaceae,193
Lupinus aschenbornii,2964258,,Lupinus aschenbornii S.Schauer,Plantae,Lupinus,Lupinus aschenbornii,2964258,Fabaceae,193
Lupinus gibertianus,2964329,,Lupinus gibertianus C.P.Sm.,Plantae,Lupinus,Lupinus gibertianus,2964329,Fabaceae,193
Lupinus hintonii,3910311,,Lupinus hintonii C.P.Sm.,Plantae,Lupinus,Lupinus hintonii,3910311,Fabaceae,193
Lupinus linearis,2963806,,Lupinus linearis Desr.,Plantae,Lupinus,Lupinus linearis,2963806,Fabaceae,193
Lupinus perennis,2964435,,Lupinus perennis L.,Plantae,Lupinus,Lupinus perennis,2964435,Fabaceae,193
Ormosia amazonica,5355607,,Ormosia amazonica Ducke,Plantae,Ormosia,Ormosia amazonica,5355607,Fabaceae,193
Ormosia cinerea,5355600,,Ormosia cinerea Benoist,Plantae,Ormosia,Ormosia cinerea,5355600,Fabaceae,193
Ormosia coutinhoi,5355467,,Ormosia coutinhoi Ducke,Plantae,Ormosia,Ormosia coutinhoi,5355467,Fabaceae,193
Ormosia krugii,5355557,,Ormosia krugii Urb.,Plantae,Ormosia,Ormosia krugii,5355557,Fabaceae,193
Ormosia macrocalyx,5355476,,Ormosia macrocalyx Ducke,Plantae,Ormosia,Ormosia macrocalyx,5355476,Fabaceae,193
Ormosia pachycarpa,5355468,,Ormosia pachycarpa Champ. ex Benth.,Plantae,Ormosia,Ormosia pachycarpa,5355468,Fabaceae,193
Pearsonia aristata,5353044,,Pearsonia aristata (Schinz) Dümmer,Plantae,Pearsonia,Pearsonia aristata,5353044,Fabaceae,193
Pearsonia bracteata,5353069,,Pearsonia bracteata (Benth.) Polhill,Plantae,Pearsonia,Pearsonia bracteata,5353069,Fabaceae,193
Pearsonia cajanifolia,5353065,,Pearsonia cajanifolia (Harv.) Polhill,Plantae,Pearsonia,Pearsonia cajanifolia,5353065,Fabaceae,193
Pearsonia flava,5353038,,Pearsonia flava (Baker f.) Polhill,Plantae,Pearsonia,Pearsonia flava,5353038,Fabaceae,193
Pearsonia grandifolia,5353045,,Pearsonia grandifolia (Bolus) Polhill,Plantae,Pearsonia,Pearsonia grandifolia,5353045,Fabaceae,193
Pearsonia metallifera,5353042,,Pearsonia metallifera Wild,Plantae,Pearsonia,Pearsonia metallifera,5353042,Fabaceae,193
Pearsonia obovata,5353064,,Pearsonia obovata (Schinz) Polhill,Plantae,Pearsonia,Pearsonia obovata,5353064,Fabaceae,193
Pearsonia sessilifolia,5353048,,Pearsonia sessilifolia (Harv.) Dümmer,Plantae,Pearsonia,Pearsonia sessilifolia,5353048,Fabaceae,193
Pearsonia uniflora,5353068,,Pearsonia uniflora (Kensit) Polhill,Plantae,Pearsonia,Pearsonia uniflora,5353068,Fabaceae,193
Podalyria biflora,5352158,,Podalyria biflora (L.) Lam.,Plantae,Podalyria,Podalyria biflora,5352158,Fabaceae,193
Podalyria buxifolia,7827793,,Podalyria buxifolia Lam.,Plantae,Podalyria,Podalyria buxifolia,7827793,Fabaceae,193
Podalyria cordata,5352142,,Podalyria cordata R.Br.,Plantae,Podalyria,Podalyria cordata,5352142,Fabaceae,193
Podalyria cuneifolia,5352135,,Podalyria Willd.,Plantae,Podalyria,spp.,5352135,Fabaceae,193
Priestleya laevigata,2941158,,Liparia L.,Plantae,Liparia,spp.,2941158,Fabaceae,193
Rafnia acuminata,3961996,,Rafnia acuminata (E.Mey.) G.J.Campb. & B.-E.van Wyk,Plantae,Rafnia,Rafnia acuminata,3961996,Fabaceae,193
Rafnia angulata,2974531,,Rafnia angulata Thunb.,Plantae,Rafnia,Rafnia angulata,2974531,Fabaceae,193
Rafnia elliptica,2974536,,Rafnia elliptica Thunb.,Plantae,Rafnia,Rafnia elliptica,2974536,Fabaceae,193
Rafnia opposita,2974552,,Rafnia opposita Thunb.,Plantae,Rafnia,Rafnia opposita,2974552,Fabaceae,193
Rafnia racemosa,2974537,,Rafnia racemosa Eckl. & Zeyh.,Plantae,Rafnia,Rafnia racemosa,2974537,Fabaceae,193
Robynsiophyton vanderystii,2945817,,Robynsiophyton vanderystii R.Wilczek,Plantae,Robynsiophyton,Robynsiophyton vanderystii,2945817,Fabaceae,193
Rothia hirsuta,5353602,,Rothia hirsuta (Guill. & Perr.) Baker,Plantae,Rothia,Rothia hirsuta,5353602,Fabaceae,193
Rothia indica,5353606,,Rothia indica (L.) Druce,Plantae,Rothia,Rothia indica,5353606,Fabaceae,193
Wiborgia fusca,5353866,,Wiborgia fusca Thunb.,Plantae,Wiborgia,Wiborgia fusca,5353866,Fabaceae,193
Wiborgia obcordata,5353865,,Wiborgia obcordata Thunb.,Plantae,Wiborgia,Wiborgia obcordata,5353865,Fabaceae,193
Wiborgia sericea,5353855,,Wiborgia sericea Thunb.,Plantae,Wiborgia,Wiborgia sericea,5353855,Fabaceae,193
Fitzalania heteropetala,3156228,,Fitzalania heteropetala (F.Muell.) F.Muell.,Plantae,Fitzalania,Fitzalania heteropetala,3156228,Annonaceae,15
Asteromyrtus angustifolia,3185238,,Asteromyrtus angustifolia (Gaertn.) Craven,Plantae,Asteromyrtus,Asteromyrtus angustifolia,3185238,Myrtaceae,235
Helichrysum pendulum,3131761,,Helichrysum pendulum (C.Presl) C.Presl,Plantae,Helichrysum,Helichrysum pendulum,3131761,Asteraceae,423
Lycopus australis,5605810,,Lycopus australis R.Br.,Plantae,Lycopus,Lycopus australis,5605810,Lamiaceae,396
Populus × jackii,3040241,,Populus × jackii Sarg.,Plantae,Populus,Populus jackii,3040241,Salicaceae,187
Rhododendron triflorum bauhiniiflorum,4175178,7328966.0,Rhododendron triflorum var. bauhiniiflorum (Watt ex Hutch.) Cullen,Plantae,Rhododendron,Rhododendron triflorum,7328966,Ericaceae,355
Strobilanthes auriculata,7263204,,Strobilanthes auriculata Nees,Plantae,Strobilanthes,Strobilanthes auriculata,7263204,Acanthaceae,390
Cremanthodium ellisii,9859663,,Cremanthodium ellisii (Hook.fil.) Kitam. ex H.Hara et al.,Plantae,Cremanthodium,Cremanthodium ellisii,9859663,Asteraceae,423
Thymus martinezii,5606346,,Thymus × martinezii Pau,Plantae,Thymus,Thymus martinezii,5606346,Lamiaceae,396
Neomirandea guevarii,3090077,,Neomirandea guevarii R.M.King & H.Rob.,Plantae,Neomirandea,Neomirandea guevarii,3090077,Asteraceae,423
Asparagus acutifolius,2768995,,Asparagus acutifolius L.,Plantae,Asparagus,Asparagus acutifolius,2768995,Asparagaceae,64
Homoranthus biflorus,3185469,,Homoranthus biflorus Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus biflorus,3185469,Myrtaceae,235
Homoranthus binghiensis,3185481,,Homoranthus binghiensis J.T.Hunter,Plantae,Homoranthus,Homoranthus binghiensis,3185481,Myrtaceae,235
Homoranthus bornhardtiensis,3185482,,Homoranthus bornhardtiensis J.T.Hunter,Plantae,Homoranthus,Homoranthus bornhardtiensis,3185482,Myrtaceae,235
Homoranthus cernuus,3185491,,Homoranthus cernuus (R.T.Baker) Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus cernuus,3185491,Myrtaceae,235
Homoranthus croftianus,3185470,,Homoranthus croftianus J.T.Hunter,Plantae,Homoranthus,Homoranthus croftianus,3185470,Myrtaceae,235
Homoranthus darwinioides,3185493,,Homoranthus darwinioides (Maiden & Betche) Cheel,Plantae,Homoranthus,Homoranthus darwinioides,3185493,Myrtaceae,235
Homoranthus decasetus,3185471,,Homoranthus decasetus Byrnes,Plantae,Homoranthus,Homoranthus decasetus,3185471,Myrtaceae,235
Homoranthus decumbens,3185496,,Homoranthus decumbens (Byrnes) Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus decumbens,3185496,Myrtaceae,235
Homoranthus flavescens,3185472,,Homoranthus flavescens A.Cunn. ex Schauer,Plantae,Homoranthus,Homoranthus flavescens,3185472,Myrtaceae,235
Homoranthus floydii,3185483,,Homoranthus floydii Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus floydii,3185483,Myrtaceae,235
Homoranthus homoranthoides,3185498,,Homoranthus homoranthoides (F.Muell.) Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus homoranthoides,3185498,Myrtaceae,235
Homoranthus lunatus,3185475,,Homoranthus lunatus Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus lunatus,3185475,Myrtaceae,235
Homoranthus melanostictus,3185484,,Homoranthus melanostictus Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus melanostictus,3185484,Myrtaceae,235
Homoranthus montanus,3185505,,Homoranthus montanus Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus montanus,3185505,Myrtaceae,235
Homoranthus papillatus,3185476,,Homoranthus papillatus Byrnes,Plantae,Homoranthus,Homoranthus papillatus,3185476,Myrtaceae,235
Homoranthus porteri,3185506,,Homoranthus porteri (C.T.White) Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus porteri,3185506,Myrtaceae,235
Homoranthus prolixus,3185477,,Homoranthus prolixus Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus prolixus,3185477,Myrtaceae,235
Homoranthus thomasii,3185485,,Homoranthus thomasii (F.Muell.) Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus thomasii,3185485,Myrtaceae,235
Homoranthus tropicus,3185508,,Homoranthus tropicus Byrnes,Plantae,Homoranthus,Homoranthus tropicus,3185508,Myrtaceae,235
Homoranthus virgatus,3185478,,Homoranthus virgatus A.Cunn. ex Schauer,Plantae,Homoranthus,Homoranthus virgatus,3185478,Myrtaceae,235
Homoranthus wilhelmii,3185487,,Homoranthus wilhelmii Cheel,Plantae,Homoranthus,Homoranthus wilhelmii,3185487,Myrtaceae,235
Homoranthus zeteticorum,3185509,,Homoranthus zeteticorum Craven & S.R.Jones,Plantae,Homoranthus,Homoranthus zeteticorum,3185509,Myrtaceae,235
