original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key,family,family_id
Aglaia mariannensis,5597448,,Aglaia mariannensis Merr.,Plantae,Aglaia,Aglaia mariannensis,5597448,Meliaceae,255
Sideritis gossypina,3891052,,Sideritis gossypina Font Quer,Plantae,Sideritis,Sideritis gossypina,3891052,Lamiaceae,396
Sideritis villosa,7307331,,Sideritis villosa Coss. & Balansa,Plantae,Sideritis,Sideritis villosa,7307331,Lamiaceae,396
Senecio abrotanifolius L.,3097318,7222767.0,Senecio abrotanifolius L.,Plantae,Jacobaea,Jacobaea abrotanifolia,7222767,Asteraceae,423
Senecio ambiguus,9644423,5831395.0,Senecio ambiguus (Biv.) DC.,Plantae,Jacobaea,Jacobaea ambigua,5831395,Asteraceae,423
Senecio doronicum,3107708,,Senecio doronicum (L.) L.,Plantae,Senecio,Senecio doronicum,3107708,Asteraceae,423
Senecio othonnae,3097325,12183241.0,Senecio othonnae M.Bieb.,Plantae,Jacobaea,Jacobaea othonnae,12183241,Asteraceae,423
Bryonia cretica,2874496,,Bryonia cretica L.,Plantae,Bryonia,Bryonia cretica,2874496,Cucurbitaceae,219
Bryonia sp.,2874495,,Bryonia L.,Plantae,Bryonia,spp.,2874495,Cucurbitaceae,219
Bryonia verrucosa,3624918,,Bryonia verrucosa Dryand. ex Aiton,Plantae,Bryonia,Bryonia verrucosa,3624918,Cucurbitaceae,219
Ceratosanthes hilariana,3622141,,Ceratosanthes hilariana Cogn.,Plantae,Ceratosanthes,Ceratosanthes hilariana,3622141,Cucurbitaceae,219
Citrullus sp.,8257011,,Citrullus Schrad. ex Eckl. & Zeyh.,Plantae,Citrullus,spp.,8257011,Cucurbitaceae,219
Cucurbita andreana,3623921,,Cucurbita andreana Naudin,Plantae,Cucurbita,Cucurbita andreana,3623921,Cucurbitaceae,219
Gonystylus keithii,3568739,,Gonystylus keithii Airy Shaw,Plantae,Gonystylus,Gonystylus keithii,3568739,Thymelaeaceae,270
Iberis sp.,5377149,,Iberis Dill. ex L.,Plantae,Iberis,spp.,5377149,Brassicaceae,273
Morierina montana,2904592,11098560.0,Morierina montana Vieill.,Plantae,Thiollierea,Thiollierea montana,11098560,Rubiaceae,381
Brugmansia sanguinea,5341760,,Brugmansia sanguinea (Ruiz & Pav.) D.Don,Plantae,Brugmansia,Brugmansia sanguinea,5341760,Solanaceae,388
Mandragora turcomanica,5581319,,Mandragora turcomanica Mizg.,Plantae,Mandragora,Mandragora turcomanica,5581319,Solanaceae,388
Adenostyles spp.,3133701,,Adenostyles Cass.,Plantae,Adenostyles,spp.,3133701,Asteraceae,423
Ligularia japonica,5395421,,Ligularia japonica (Thunb.) Less.,Plantae,Ligularia,Ligularia japonica,5395421,Asteraceae,423
Lotononis fruticoides,2945289,,Lotononis fruticoides B.-E.van Wyk,Plantae,Lotononis,Lotononis fruticoides,2945289,Fabaceae,193
Lotononis lenticula,2945415,,Lotononis lenticula Benth.,Plantae,Lotononis,Lotononis lenticula,2945415,Fabaceae,193
Lotononis parviflora,2945231,,Lotononis parviflora (P.J.Bergius) D.Dietr.,Plantae,Lotononis,Lotononis parviflora,2945231,Fabaceae,193
Senecio adnatus,3109131,,Senecio adnatus DC.,Plantae,Senecio,Senecio adnatus,3109131,Asteraceae,423
Senecio oryzetorum,3106901,,Senecio oryzetorum Diels,Plantae,Senecio,Senecio oryzetorum,3106901,Asteraceae,423
Aegiphila lhotskiana,3891963,,"Aegiphila lhotskiana Cham., 1832",Plantae,Aegiphila,Aegiphila lhotskiana,3891963,Lamiaceae,396
Banisteriopsis argentea,3985735,3985018.0,Banisteriopsis argentea (Kunth) C.B.Rob.,Plantae,Banisteriopsis,Banisteriopsis muricata,3985018,Malpighiaceae,176
Dianthus barbatus,3085421,,Dianthus barbatus L.,Plantae,Dianthus,Dianthus barbatus,3085421,Caryophyllaceae,313
Plectranthus ecklonii,3904963,,Plectranthus ecklonii Benth.,Plantae,Plectranthus,Plectranthus ecklonii,3904963,Lamiaceae,396
Bridelia tomentosa,3076120,,Bridelia tomentosa Blume,Plantae,Bridelia,Bridelia tomentosa,3076120,Phyllanthaceae,181
Garcinia merguensis,7447549,,Garcinia merguensis Wight,Plantae,Garcinia,Garcinia merguensis,7447549,Clusiaceae,160
Phyllanthus acutissima,5381397,,Phyllanthus acutissimus Miq.,Plantae,Phyllanthus,Phyllanthus acutissimus,5381397,Phyllanthaceae,181
Balduina angustifolia,3104988,,Balduina angustifolia (Michx.) B.L.Rob.,Plantae,Balduina,Balduina angustifolia,3104988,Asteraceae,423
Clerodendrum petasites,8191194,,Clerodendrum petasites (Lour.) S.Moore,Plantae,Clerodendrum,Clerodendrum petasites,8191194,Lamiaceae,396
Gaillardia aestivalis,5387851,,Gaillardia aestivalis (Walter) H.Rock,Plantae,Gaillardia,Gaillardia aestivalis,5387851,Asteraceae,423
Gaillardia powellii,5387872,,Gaillardia powellii B.L.Turner,Plantae,Gaillardia,Gaillardia powellii,5387872,Asteraceae,423
Inula obtusifolia,3148324,,Inula obtusifolia A.Kern.,Plantae,Inula,Inula obtusifolia,3148324,Asteraceae,423
Inula oculus-christi,9175693,,"Inula oculus-christi Lam., 1789",Plantae,Inula,Inula oculus-christi,9175693,Asteraceae,423
Jasonia tuberosa,3150720,,Jasonia tuberosa (L.) DC.,Plantae,Jasonia,Jasonia tuberosa,3150720,Asteraceae,423
Layia septentrionalis,5393006,,Layia septentrionalis D.D.Keck,Plantae,Layia,Layia septentrionalis,5393006,Asteraceae,423
Lourteigia ballotifolia,3087492,,Lourteigia ballotifolia (Kunth) R.M.King & H.Rob.,Plantae,Lourteigia,Lourteigia ballotifolia,3087492,Asteraceae,423
Phyllospadix iwatensis,2863956,,Phyllospadix iwatensis Makino,Plantae,Phyllospadix,Phyllospadix iwatensis,2863956,Zosteraceae,43
Ratibida latipalearis,3087183,,Ratibida latipalearis E.L.Richards,Plantae,Ratibida,Ratibida latipalearis,3087183,Asteraceae,423
Scutellaria przewalskii,5608450,,Scutellaria przewalskii Juz.,Plantae,Scutellaria,Scutellaria przewalskii,5608450,Lamiaceae,396
Byrsonima sp.,3191347,,Byrsonima Rich. ex Kunth,Plantae,Byrsonima,spp.,3191347,Malpighiaceae,176
Mosquitoxylum jamaicense,7321670,,Mosquitoxylum jamaicense Krug & Urb.,Plantae,Mosquitoxylum,Mosquitoxylum jamaicense,7321670,Anacardiaceae,251
Platycarya sp.,7148629,,Platycarya Siebold & Zucc.,Plantae,Platycarya,spp.,7148629,Juglandaceae,210
Pyrola asarifolia,2888271,,Pyrola asarifolia Michx.,Plantae,Pyrola,Pyrola asarifolia,2888271,Ericaceae,355
Nuphar japonica,7326938,,Nuphar japonica DC.,Plantae,Nuphar,Nuphar japonica,7326938,Nymphaeaceae,4
Alyssum argenteum,7292989,,Odontarrhena C.A.Mey.,Plantae,Odontarrhena,spp.,7292989,Brassicaceae,273
Nelsonia campestris,5573107,5415356.0,Nelsonia campestris R.Br.,Plantae,Nelsonia,Nelsonia canescens,5415356,Acanthaceae,390
Poliothyrsis sinensis,7526042,,Poliothyrsis sinensis Oliv.,Plantae,Poliothyrsis,Poliothyrsis sinensis,7526042,Salicaceae,187
Sideroxylon crassipedicellatum,2887500,5333946.0,Sideroxylon crassipedicellatum Mart. & Eichler ex Miq.,Plantae,Micropholis,Micropholis crassipedicellata,5333946,Sapotaceae,364
Meconopsis grandis,3600916,,Meconopsis grandis Prain,Plantae,Meconopsis,Meconopsis grandis,3600916,Papaveraceae,117
Licania densiflora,2985567,,Licania densiflora Kleinh.,Plantae,Licania,Licania densiflora,2985567,Chrysobalanaceae,159
Zinnia acerosa,3111789,,Zinnia acerosa (DC.) A.Gray,Plantae,Zinnia,Zinnia acerosa,3111789,Asteraceae,423
Rumex dentata,2889038,,Rumex dentatus L.,Plantae,Rumex,Rumex dentatus,2889038,Polygonaceae,333
Vismia guineensis,7704323,,"Vismia guineensis Druce, 1917",Plantae,Vismia,Vismia guineensis,7704323,Hypericaceae,170
Backhousia anisata,3184662,3184661.0,Backhousia anisata Vickery,Plantae,Syzygium,Syzygium anisatum,3184661,Myrtaceae,235
Illicium henryi,3592301,,Illicium henryi Diels,Plantae,Illicium,Illicium henryi,3592301,Schisandraceae,6
Illicium lanceolatum,3592332,,Illicium lanceolatum A.C.Sm.,Plantae,Illicium,Illicium lanceolatum,3592332,Schisandraceae,6
Illicium micranthum,7314078,,Illicium micranthum Dunn,Plantae,Illicium,Illicium micranthum,7314078,Schisandraceae,6
Myrrhis sp.,3034680,,Myrrhis Mill.,Plantae,Myrrhis,spp.,3034680,Apiaceae,439
Pelea christophersenii,5421312,3190353.0,Pelea christophersenii H.St.John,Plantae,Melicope,Melicope christophersenii,3190353,Rutaceae,257
Rosa parviflora,3002604,7272185.0,Rosa parviflora Ehrh.,Plantae,Rosa,Rosa carolina,7272185,Rosaceae,204
Stetsonia coryne,7284653,,Stetsonia coryne (Salm-Dyck) Britton & Rose,Plantae,Stetsonia,Stetsonia coryne,7284653,Cactaceae,312
Abelmoschus ficulneus,3940858,,Abelmoschus ficulneus (L.) Wight & Arn. ex Wight,Plantae,Abelmoschus,Abelmoschus ficulneus,3940858,Malvaceae,265
Abutilon persicum,3936654,,Abutilon persicum (Burm.fil.) Merr.,Plantae,Abutilon,Abutilon persicum,3936654,Malvaceae,265
Azanza,7279529,,"Azanza Moc. & Sessé ex DC., 1824",Plantae,Azanza,spp.,7279529,Malvaceae,265
Bastardiopsis densiflora,7279441,,Bastardiopsis densiflora (Hook. & Arn.) Hassl.,Plantae,Bastardiopsis,Bastardiopsis densiflora,7279441,Malvaceae,265
Callianthe picta,7900084,,Callianthe picta (Gillies ex Hook. & Arn.) Donnell,Plantae,Callianthe,Callianthe picta,7900084,Malvaceae,265
Callianthe striata,8162439,,Callianthe striata (G.F.Dicks. ex Lindl.) Donnell,Plantae,Callianthe,Callianthe striata,8162439,Malvaceae,265
Cienfuegosia drummondii,3152247,,Cienfuegosia drummondii (A.Gray) Lewton,Plantae,Cienfuegosia,Cienfuegosia drummondii,3152247,Malvaceae,265
Fuertesimalva limensis,3935653,,Fuertesimalva limensis (L.) Fryxell,Plantae,Fuertesimalva,Fuertesimalva limensis,3935653,Malvaceae,265
Gossypium mustelinum,3933330,,Gossypium mustelinum Miers ex Watt,Plantae,Gossypium,Gossypium mustelinum,3933330,Malvaceae,265
Hibiscus calyphyllus,3152574,,Hibiscus calyphyllus Cav.,Plantae,Hibiscus,Hibiscus calyphyllus,3152574,Malvaceae,265
Hibiscus fuscus,3937211,,Hibiscus fuscus Garcke,Plantae,Hibiscus,Hibiscus fuscus,3937211,Malvaceae,265
Hibiscus laevis,3152576,,Hibiscus laevis All.,Plantae,Hibiscus,Hibiscus laevis,3152576,Malvaceae,265
Hibiscus mutabilis,3152555,,Hibiscus mutabilis L.,Plantae,Hibiscus,Hibiscus mutabilis,3152555,Malvaceae,265
Hibiscus ovalifolius,3935028,,Hibiscus ovalifolius (Forssk.) Vahl,Plantae,Hibiscus,Hibiscus ovalifolius,3935028,Malvaceae,265
Hibiscus trionum,3152560,,Hibiscus trionum L.,Plantae,Hibiscus,Hibiscus trionum,3152560,Malvaceae,265
Hochreutinera hasslerana,3940119,,Hochreutinera hasslerana (Hochr.) Krapov.,Plantae,Hochreutinera,Hochreutinera hasslerana,3940119,Malvaceae,265
Hoheria glabrata,3940102,,Hoheria glabrata Sprague & Summerh.,Plantae,Hoheria,Hoheria glabrata,3940102,Malvaceae,265
Iliamna remota,6377799,,Iliamna remota Greene,Plantae,Iliamna,Iliamna remota,6377799,Malvaceae,265
Kerria japonica,5371450,,Kerria japonica (L.) DC.,Plantae,Kerria,Kerria japonica,5371450,Rosaceae,204
Kydia calycina,7279431,,Kydia calycina Roxb.,Plantae,Kydia,Kydia calycina,7279431,Malvaceae,265
Lavatera trimestris,3152769,3940326.0,Lavatera trimestris L.,Plantae,Malva,Malva trimestris,3940326,Malvaceae,265
Malachra capitata,3152763,,Malachra capitata (L.) L.,Plantae,Malachra,Malachra capitata,3152763,Malvaceae,265
Malope trifida,3935421,,Malope trifida Cav.,Plantae,Malope,Malope trifida,3935421,Malvaceae,265
Malva alcea,3152365,,Malva alcea L.,Plantae,Malva,Malva alcea,3152365,Malvaceae,265
Malva kashmiriana,7732201,,Malva kashmiriana Alef.,Plantae,Malva,Malva kashmiriana,7732201,Malvaceae,265
Malva multiflora,3933415,,"Malva multiflora (Cav.) Soldano, Banfi & Galasso",Plantae,Malva,Malva multiflora,3933415,Malvaceae,265
Malva nicaeensis,3152367,,Malva nicaeensis All.,Plantae,Malva,Malva nicaeensis,3152367,Malvaceae,265
Malva parviflora,3152378,,Malva parviflora L.,Plantae,Malva,Malva parviflora,3152378,Malvaceae,265
Malva verticillata,3152377,,Malva verticillata L.,Plantae,Malva,Malva verticillata,3152377,Malvaceae,265
Malvastrum coromandelinum,3939515,,"Malvastrum coromandelinum Garcke, 1857",Plantae,Malvastrum,Malvastrum coromandelinum,3939515,Malvaceae,265
Modiola caroliniana,8338793,,Modiola caroliniana (L.) G.Don,Plantae,Modiola,Modiola caroliniana,8338793,Malvaceae,265
Napaea dioica,5406715,,Napaea dioica L.,Plantae,Napaea,Napaea dioica,5406715,Malvaceae,265
Pavonia burchellii,5619236,,Pavonia burchellii (DC.) R.A.Dyer,Plantae,Pavonia,Pavonia burchellii,5619236,Malvaceae,265
Pavonia leptocalyx,5618768,,Pavonia leptocalyx (Sond.) Ulbr.,Plantae,Pavonia,Pavonia leptocalyx,5618768,Malvaceae,265
Pavonia odorata,5618601,10746336.0,Pavonia odorata Willd.,Plantae,Pavonia,Pavonia zeylonica,10746336,Malvaceae,265
Pavonia sepium,7279161,,Pavonia sepium A.St.-Hil.,Plantae,Pavonia,Pavonia sepium,7279161,Malvaceae,265
Pavonia urens,5617982,,Pavonia urens Cav.,Plantae,Pavonia,Pavonia urens,5617982,Malvaceae,265
Pavonia zeylanica,5617913,,Pavonia zeylanica (L.) Cav.,Plantae,Pavonia,Pavonia zeylanica,5617913,Malvaceae,265
Phymosia umbellata,3935508,,Phymosia umbellata (Cav.) Kearney,Plantae,Phymosia,Phymosia umbellata,3935508,Malvaceae,265
Sida glabra,5406764,,Sida glabra Mill.,Plantae,Sida,Sida glabra,5406764,Malvaceae,265
Sida rhombifolia,5406735,,Sida rhombifolia L.,Plantae,Sida,Sida rhombifolia,5406735,Malvaceae,265
Sidalcea oregana,8428499,,Sidalcea oregana (Nutt. ex Torr. & A.Gray) A.Gray,Plantae,Sidalcea,Sidalcea oregana,8428499,Malvaceae,265
Tarasa operculata,3936738,,Tarasa operculata (Cav.) Krapov.,Plantae,Tarasa,Tarasa operculata,3936738,Malvaceae,265
Thespesia danis,7279062,,Thespesia danis Oliv.,Plantae,Thespesia,Thespesia danis,7279062,Malvaceae,265
Thespesia lampas,7279053,,Thespesia lampas (Cav.) Dalzell & A.Gibson,Plantae,Thespesia,Thespesia lampas,7279053,Malvaceae,265
Urena procumbens,7278922,,Urena procumbens L.,Plantae,Urena,Urena procumbens,7278922,Malvaceae,265
Urena repanda,7776337,,Urena repanda Roxb.,Plantae,Urena,Urena repanda,7776337,Malvaceae,265
Wissadula paraguayensis,3934055,,Wissadula paraguayensis Chodat,Plantae,Wissadula,Wissadula paraguayensis,3934055,Malvaceae,265
Hypoestes,3173195,,Hypoestes Sol. ex R.Br.,Plantae,Hypoestes,spp.,3173195,Acanthaceae,390
Hypoestes forsskaolii,3777618,,Hypoestes forskaolii (Vahl) R.Br.,Plantae,Hypoestes,Hypoestes forskaolii,3777618,Acanthaceae,390
Trichilia hispida,3850190,,Trichilia hispida T.D.Penn.,Plantae,Trichilia,Trichilia hispida,3850190,Meliaceae,255
Anogeissus acuminata,7327109,,"Anogeissus acuminata Wall., 1831",Plantae,Anogeissus,Anogeissus acuminata,7327109,Combretaceae,231
Terminalia phillyreifolia,9357375,,Terminalia phillyreifolia (Van Heurck & Müll.Arg.) Gere & Boatwr.,Plantae,Terminalia,Terminalia phillyreifolia,9357375,Combretaceae,231
Khaya madagascariensis,3851956,,Khaya madagascariensis Jum. & H.Perrier,Plantae,Khaya,Khaya madagascariensis,3851956,Meliaceae,255
Hypericum sinaicum,3711550,,Hypericum sinaicum Hochst. ex Boiss.,Plantae,Hypericum,Hypericum sinaicum,3711550,Hypericaceae,170
Clausena brevistyla,7269498,,Clausena brevistyla Oliv.,Plantae,Clausena,Clausena brevistyla,7269498,Rutaceae,257
Dendrophorbium amplexicaule,3111490,,Dendrophorbium amplexicaule (Kunth) B.Nord.,Plantae,Dendrophorbium,Dendrophorbium amplexicaule,3111490,Asteraceae,423
Felicia filifolia,5401203,,Felicia filifolia (Vent.) Burtt Davy,Plantae,Felicia,Felicia filifolia,5401203,Asteraceae,423
Haplocarpha lanata,3134516,,Haplocarpha lanata (Thunb.) Less.,Plantae,Haplocarpha,Haplocarpha lanata,3134516,Asteraceae,423
Jungia stuebelii,5402223,,Jungia stuebelii (Hieron.) Crisci,Plantae,Jungia,Jungia stuebelii,5402223,Asteraceae,423
Psiadia ceylanica,7336594,,Psiadia ceylanica (Arn.) Grierson,Plantae,Psiadia,Psiadia ceylanica,7336594,Asteraceae,423
Tristaniopsis collina,3188050,,Tristaniopsis collina Peter G.Wilson & J.T.Waterh.,Plantae,Tristaniopsis,Tristaniopsis collina,3188050,Myrtaceae,235
Agathosma unicarpellata,3832498,,Agathosma unicarpellata (Fourc.) Pillans,Plantae,Agathosma,Agathosma unicarpellata,3832498,Rutaceae,257
Astragalus tibetanus,5344500,,Astragalus tibetanus Benth. ex Bunge,Plantae,Astragalus,Astragalus tibetanus,5344500,Fabaceae,193
Bulbine latifolia,5304878,,Bulbine latifolia (L.f.) Spreng.,Plantae,Bulbine,Bulbine latifolia,5304878,Asphodelaceae,65
Gypsophila acutifolia,8402808,,Gypsophila acutifolia Fisch.,Plantae,Gypsophila,Gypsophila acutifolia,8402808,Caryophyllaceae,313
Kniphofia acraea,5305010,,Kniphofia acraea Codd,Plantae,Kniphofia,Kniphofia acraea,5305010,Asphodelaceae,65
Kniphofia flammula,5305090,,Kniphofia flammula Codd,Plantae,Kniphofia,Kniphofia flammula,5305090,Asphodelaceae,65
Kniphofia rooperi,5305028,,Kniphofia rooperi (T.Moore) Lem.,Plantae,Kniphofia,Kniphofia rooperi,5305028,Asphodelaceae,65
Kniphofia tysonii,5305058,,Kniphofia tysonii Baker,Plantae,Kniphofia,Kniphofia tysonii,5305058,Asphodelaceae,65
Elsholtzia nipponica,3900329,,Elsholtzia nipponica Ohwi,Plantae,Elsholtzia,Elsholtzia nipponica,3900329,Lamiaceae,396
Jacobaea alpina,5388598,,Jacobaea alpina (L.) Moench,Plantae,Jacobaea,Jacobaea alpina,5388598,Asteraceae,423
Perovskia angustifolia,3889074,10803681.0,Perovskia angustifolia Kudr.,Plantae,Salvia,Salvia karelinii,10803681,Lamiaceae,396
Croton macrostachys A.Rich,3918183,,"Croton macrostachys Hochst. ex A.Rich., 1850",Plantae,Croton,Croton macrostachys,3918183,Euphorbiaceae,166
Sphallerocarpus gracilis,3638168,,Sphallerocarpus gracilis (Besser ex Trevis.) Koso-Pol.,Plantae,Sphallerocarpus,Sphallerocarpus gracilis,3638168,Apiaceae,439
Dendranthema arcticum,3095287,5927553.0,Dendranthema arcticum (L.) Tzvelev,Plantae,Arctanthemum,Arctanthemum arcticum,5927553,Asteraceae,423
Almeidea rubra,7471774,10929279.0,Almeidea rubra A.St.-Hil.,Plantae,Conchocarpus,Conchocarpus ruber,10929279,Rutaceae,257
Comptonella sessilifoliola,3835927,,Comptonella sessilifoliola (Guillaumin) T.G.Hartley,Plantae,Comptonella,Comptonella sessilifoliola,3835927,Rutaceae,257
Euodia littoralis,5594438,3832664.0,Euodia littoralis Endl.,Plantae,Melicope,Melicope littoralis,3832664,Rutaceae,257
Evodia littoralis,7374376,7552115.0,Evodia littoralis Endl.,Plantae,Melicope,Melicope littoralis,7552115,Rutaceae,257
Medicosma subsessilis,3834184,,Medicosma subsessilis T.G.Hartley,Plantae,Medicosma,Medicosma subsessilis,3834184,Rutaceae,257
Melicope fatraina,3833222,,Melicope fatraina (H.Perrier) T.G.Hartley,Plantae,Melicope,Melicope fatraina,3833222,Rutaceae,257
Macaranga denticulata,3073960,,Macaranga denticulata (Blume) Müll.Arg.,Plantae,Macaranga,Macaranga denticulata,3073960,Euphorbiaceae,166
Monotes africana,8177827,,Monotes africanus A.DC.,Plantae,Monotes,Monotes africanus,8177827,Dipterocarpaceae,264
Artemisia pygmaea,3120917,,Artemisia pygmaea A.Gray,Plantae,Artemisia,Artemisia pygmaea,3120917,Asteraceae,423
Calostemma purpureum,2860387,,Calostemma purpureum R.Br.,Plantae,Calostemma,Calostemma purpureum,2860387,Amaryllidaceae,63
Coryphantha cornifera,3084436,,Coryphantha cornifera (DC.) Lem.,Plantae,Coryphantha,Coryphantha cornifera,3084436,Cactaceae,312
Crinum lugardiae,2853652,,Crinum lugardiae N.E.Br.,Plantae,Crinum,Crinum lugardiae,2853652,Amaryllidaceae,63
Pancratium foetidum,2853270,,Pancratium foetidum Pomel,Plantae,Pancratium,Pancratium foetidum,2853270,Amaryllidaceae,63
Sisymbrium officinale,3046890,,Sisymbrium officinale (L.) Scop.,Plantae,Sisymbrium,Sisymbrium officinale,3046890,Brassicaceae,273
Acacia jacquemontii,2979953,7973204.0,Acacia jacquemontii Benth.,Plantae,Vachellia,Vachellia jacquemontii,7973204,Fabaceae,193
Coleonema pulchrum,5594393,,Coleonema pulchrum Hook.,Plantae,Coleonema,Coleonema pulchrum,5594393,Rutaceae,257
Othonna arborescens,3094477,,Othonna arborescens L.,Plantae,Othonna,Othonna arborescens,3094477,Asteraceae,423
Pelargonium zonale,9609002,,Pelargonium zonale (L.) L'Hér.,Plantae,Pelargonium,Pelargonium zonale,9609002,Geraniaceae,229
Sideroxylon foetidissimum,2887138,,Sideroxylon foetidissimum Jacq.,Plantae,Sideroxylon,Sideroxylon foetidissimum,2887138,Sapotaceae,364
Solanum ecuadorense,2931799,2931795.0,Solanum ecuadorense Bitter,Plantae,Solanum,Solanum barbulatum,2931795,Solanaceae,388
Dracocephalum foetidum,3902929,,Dracocephalum foetidum Bunge,Plantae,Dracocephalum,Dracocephalum foetidum,3902929,Lamiaceae,396
Helichrysum tenuiculum,3131857,,Helichrysum tenuiculum DC.,Plantae,Helichrysum,Helichrysum tenuiculum,3131857,Asteraceae,423
Prostanthera lasianthos,7308211,,Prostanthera lasianthos Labill.,Plantae,Prostanthera,Prostanthera lasianthos,7308211,Lamiaceae,396
Caiophora tenuis,4021447,,Caiophora tenuis Killip,Plantae,Caiophora,Caiophora tenuis,4021447,Loasaceae,347
Guettarda speciosa,2894828,,Guettarda speciosa L.,Plantae,Guettarda,Guettarda speciosa,2894828,Rubiaceae,381
Ixanthus viscosus,3839773,,Ixanthus viscosus (Aiton) Griseb.,Plantae,Ixanthus,Ixanthus viscosus,3839773,Gentianaceae,379
Loasa acanthifolia,8284128,,Loasa acanthifolia Lam.,Plantae,Loasa,Loasa acanthifolia,8284128,Loasaceae,347
Mentzelia heterosepala,5646208,,Mentzelia heterosepala Weigend & E.Rodr.,Plantae,Mentzelia,Mentzelia heterosepala,5646208,Loasaceae,347
Nasa chenopodiifolia,5646424,,Nasa chenopodiifolia (Desr.) Weigend,Plantae,Nasa,Nasa chenopodiifolia,5646424,Loasaceae,347
Nasa tingomariensis,5646425,,Nasa tingomariensis (J.F.Macbr.) Weigend,Plantae,Nasa,Nasa tingomariensis,5646425,Loasaceae,347
Vinca major,3169708,,Vinca major L.,Plantae,Vinca,Vinca major,3169708,Apocynaceae,376
Codonopsis sp.,3165850,,Codonopsis Wall.,Plantae,Codonopsis,spp.,3165850,Campanulaceae,426
Hydrocotyle ramiflora,3635641,,Hydrocotyle ramiflora Maxim.,Plantae,Hydrocotyle,Hydrocotyle ramiflora,3635641,Araliaceae,441
Kalimeris sp.,3090118,,Kalimeris (Cass.) Cass.,Plantae,Kalimeris,spp.,3090118,Asteraceae,423
Madhuca sp.,2883218,,Madhuca Buch.-Ham. ex J.F.Gmel.,Plantae,Madhuca,spp.,2883218,Sapotaceae,364
Manilkara sp.,2885024,,Manilkara Adans.,Plantae,Manilkara,spp.,2885024,Sapotaceae,364
Momordica sp.,2874578,,Momordica L.,Plantae,Momordica,spp.,2874578,Cucurbitaceae,219
Pithecellobium sp.,2962745,,Pithecellobium Mart.,Plantae,Pithecellobium,spp.,2962745,Fabaceae,193
Platycodon sp.,3164339,,Platycodon A.DC.,Plantae,Platycodon,spp.,3164339,Campanulaceae,426
Polyspora ceylanica,8203755,,"Polyspora ceylanica (Wight) Orel, Peter G.Wilson, Curry & Luu",Plantae,Polyspora,Polyspora ceylanica,8203755,Theaceae,370
Solidago wrightii,5388909,,Solidago wrightii A.Gray,Plantae,Solidago,Solidago wrightii,5388909,Asteraceae,423
Trichosanthes multiloba,3623874,,Trichosanthes multiloba Miq.,Plantae,Trichosanthes,Trichosanthes multiloba,3623874,Cucurbitaceae,219
Pandanus utilis,5327557,,Pandanus utilis Bory,Plantae,Pandanus,Pandanus utilis,5327557,Pandanaceae,49
Senna incana,3933983,,Senra incana Cav.,Plantae,Senra,Senra incana,3933983,Malvaceae,265
Amphicarpaea bracteata,2960161,,Amphicarpaea bracteata (L.) Fernald,Plantae,Amphicarpaea,Amphicarpaea bracteata,2960161,Fabaceae,193
Butea frondosa,7677617,,"Butea frondosa , 1792",Plantae,Butea,Butea frondosa,7677617,Fabaceae,193
Cajanus scarabaeoides,2960284,,Cajanus scarabaeoides (L.) Thouars,Plantae,Cajanus,Cajanus scarabaeoides,2960284,Fabaceae,193
Calicotome spinosa,2956359,,Calicotome spinosa (L.) Link,Plantae,Calicotome,Calicotome spinosa,2956359,Fabaceae,193
Calopogonium caeruleum,7661174,,Calopogonium caeruleum (Benth.) C.Wright,Plantae,Calopogonium,Calopogonium caeruleum,7661174,Fabaceae,193
Camptosema rubicundum,2963247,,Camptosema rubicundum Hook. & Arn.,Plantae,Camptosema,Camptosema rubicundum,2963247,Fabaceae,193
Canavalia eurycarpa,2962192,,Canavalia eurycarpa Piper,Plantae,Canavalia,Canavalia eurycarpa,2962192,Fabaceae,193
Clitoria falcata,2946543,,Clitoria falcata Lam.,Plantae,Clitoria,Clitoria falcata,2946543,Fabaceae,193
Craspedolobium schochii,2952254,8236424.0,Craspedolobium schochii Harms,Plantae,Craspedolobium,Craspedolobium unijugum,8236424,Fabaceae,193
Cytisus baeticus,5354703,5354706.0,Cytisus baeticus (Webb) Steud.,Plantae,Cytisus,Cytisus arboreus,5354706,Fabaceae,193
Cytisus commutatus,5354577,,Cytisus commutatus (Willk.) Briq.,Plantae,Cytisus,Cytisus commutatus,5354577,Fabaceae,193
Cytisus fontanesii,5354480,,Cytisus fontanesii Spach ex Ball,Plantae,Cytisus,Cytisus fontanesii,5354480,Fabaceae,193
Dalbergia obtusa,2968540,2968537.0,Dalbergia obtusa Lecomte,Plantae,Dalbergia,Dalbergia pervillei,2968537,Fabaceae,193
Dalbergia oliveri,2968432,,Dalbergia oliveri Gamble ex Prain,Plantae,Dalbergia,Dalbergia oliveri,2968432,Fabaceae,193
Desmodium velutinum,2967431,10829464.0,Desmodium velutinum (Willd.) DC.,Plantae,Polhillides,Polhillides velutina,10829464,Fabaceae,193
Dipogon lignosus,5349965,,Dipogon lignosus (L.) Verdc.,Plantae,Dipogon,Dipogon lignosus,5349965,Fabaceae,193
Dunbaria villosa,5356310,,Dunbaria villosa (Thunb.) Makino,Plantae,Dunbaria,Dunbaria villosa,5356310,Fabaceae,193
