original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom
Archangelica officinalis,12007354,7065260,Archangelica officinalis Hoffm.,Plantae
Cereus aethiops,7283787,NA,Cereus aethiops Haw.,Plantae
Dryopteris inaequalis,5656379,NA,Dryopteris inaequalis (Schltdl.) Kuntze,Plantae
Laurencia pannosa,2661067,NA,"Laurencia pannosa Zanardini, 1872",Plantae
Schistochila appendiculata,2689003,NA,Schistochila appendiculata (Hook.) Dumort. ex Trevis.,Plantae
Soja hispida,2974494,7224944,Soja hispida Moench,Plantae
Cymbidium giganteum,7511408,NA,"Cymbidium giganteum Wall., 1832",Plantae
Cymbidium iridioides,5305725,NA,Cymbidium iridioides D.Don,Plantae
Diospyros oblongifolia,4927711,7469854,Diospyros oblongifolia (Thwaites) Kosterm.,Plantae
Diospyros srilankana,7469854,NA,Diospyros srilankana I.M.Turner,Plantae
Neolitsea buisanensis,7304495,NA,Neolitsea buisanensis Yamam. & Kamik.,Plantae
Polygonum nepalense,2416,NA,Polygonaceae,Plantae
Ophrys arachnitiformis,2792669,NA,Ophrys × arachnitiformis Gren. & M.Philippe,Plantae
Ammi,3034181,NA,Ammi L.,Plantae
Ammi sp,3034181,NA,Ammi L.,Plantae
Ammi spp.,3034181,NA,Ammi L.,Plantae
Angelica dahurica var.dahurica,7224044,NA,Angelica dahurica var. dahurica,Plantae
Angelica glauca,5537742,NA,Angelica glauca Edgew.,Plantae
Conium sp.,3034806,NA,Conium L.,Plantae
Eryngium alpinum L.,3633778,NA,Eryngium alpinum L.,Plantae
Eryngium campestre L.,3034426,NA,Eryngium campestre L.,Plantae
Ficus bengalensis,5361919,NA,Ficus benghalensis L.,Plantae
Ficus palmata,5361916,NA,Ficus palmata Forssk.,Plantae
Heracleum candolleanum,3630265,8534233,Heracleum candolleanum (Wight & Arn.) Gamble,Plantae
Heracleum sp,3034824,NA,Heracleum L.,Plantae
Ligusticum,3034791,NA,Ligusticum L.,Plantae
Ligusticum sp,3034791,NA,Ligusticum L.,Plantae
Ligusticum sp.,3034791,NA,Ligusticum L.,Plantae
Petroselinum sp,3034906,NA,Petroselinum Hill,Plantae
Petroselinum spp.,3034906,NA,Petroselinum Hill,Plantae
Seseli dichotomum,3631601,NA,Seseli dichotomum Pall.,Plantae
Seseli korovinii,3630777,NA,Seseli korovinii Schischk.,Plantae
Seseli lehmannianum,3630699,NA,Seseli lehmannianum (Bunge) Boiss.,Plantae
Seseli mairei,6026434,3628775,Seseli mairei H.Wolff,Plantae
Seseli meirei,6720,NA,Apiaceae,Plantae
Seseli ponticum,3629912,NA,Seseli ponticum Lipsky,Plantae
Seseli sp,3034132,NA,Seseli L.,Plantae
Seseli sp.,3034132,NA,Seseli L.,Plantae
Sinodielsia yunnanensis,3641635,11177159,Sinodielsia yunnanensis H.Wolff,Plantae
Aloe adigratana,2777956,NA,Aloe adigratana Reynolds,Plantae
Aloe alooides,2778145,NA,Aloe alooides (Bolus) Druten,Plantae
Aloe buchlohii,2777521,NA,Aloe buchlohii Rauh,Plantae
Aloe cameronii,2777200,NA,Aloe cameronii Hemsl.,Plantae
Aloe divaricata,2777899,NA,Aloe divaricata A.Berger,Plantae
Aloe dolomitica,8188478,NA,Aloe dolomitica Greonew.,Plantae
Aloe elegans,2777382,NA,Aloe elegans Tod.,Plantae
Aloe flexilifolia,2777457,NA,Aloe flexilifolia Christian,Plantae
Aloe forbesii,2777338,NA,Aloe forbesii Balf.f.,Plantae
Aloe hemmingii,2777818,NA,Aloe hemmingii Reynolds & P.R.O.Bally,Plantae
Aloe hendrickxii,2777807,NA,Aloe hendrickxii Reynolds,Plantae
Aloe inermis,2777950,NA,Aloe inermis Forssk.,Plantae
Aloe jucunda,2777678,NA,Aloe jucunda Reynolds,Plantae
Aloe kirkii,3696842,NA,Aloe kirkii Baker,Plantae
Aloe lavranosii,2777839,NA,Aloe lavranosii Reynolds,Plantae
Aloe macleayi,2777715,NA,Aloe macleayi Reynolds,Plantae
Aloe massawana,2778113,NA,Aloe massawana Reynolds,Plantae
Aloe mcloughlinii,7835669,NA,Aloe mcloughlinii Christian,Plantae
Aloe milne-redheadii,2777459,NA,Aloe milne-redheadii Christian,Plantae
Aloe peckii,2777916,NA,Aloe peckii P.R.O.Bally & I.Verd.,Plantae
Aloe retrospiciens,2777369,NA,Aloe retrospiciens Reynolds & P.R.O.Bally,Plantae
Aloe rupicola,2777771,NA,Aloe rupicola Reynolds,Plantae
Aloe scobinifolia,2778135,NA,Aloe scobinifolia Reynolds & P.R.O.Bally,Plantae
Aloe scorpioides,2778126,NA,Aloe scorpioides L.C.Leach,Plantae
Aloe secundiflora var. secundiflora,7069928,NA,Aloe secundiflora var. secundiflora,Plantae
Aloe secundiflora var. tweediae,2778104,8226519,Aloe secundiflora var. tweediae (Christian) Wabuyele,Plantae
Aloe somaliensis,2777387,NA,Aloe somaliensis C.H.Wright ex W.Watson,Plantae
Aloe spectabilis,2778223,NA,Aloe spectabilis Reynolds,Plantae
Aloe splendens,2778206,2777839,Aloe splendens Lavranos,Plantae
Aloe striata,2778035,NA,Aloe striata Haw.,Plantae
Aloe striatula,2777979,9287107,Aloe striatula Haw.,Plantae
Aloe suarezensis,2777869,NA,Aloe suarezensis H.Perrier,Plantae
Aloe tomentosa,2777906,NA,Aloe tomentosa Deflers,Plantae
Aloe turkanensis,2777197,NA,Aloe turkanensis Christian,Plantae
Aloe vanbalenii,2778077,NA,Aloe vanbalenii Pillans,Plantae
Aloe verecunda,2777461,NA,Aloe verecunda Pole-Evans,Plantae
Aloe vryheidensis,2778083,NA,Aloe vryheidensis Groenew.,Plantae
Aloiampelos striatula,9287107,NA,Aloiampelos striatula (Haw.) Klopper & Gideon F.Sm.,Plantae
Aloiampelos tenuior,9568726,NA,Aloiampelos tenuior (Haw.) Klopper & Gideon F.Sm.,Plantae
Aloidendron barberae,9444837,NA,Aloidendron barberae (Dyer) Klopper & Gideon F.Sm.,Plantae
Aloidendron eminens,9412114,NA,Aloidendron eminens (Reynolds & P.R.O.Bally) Klopper & Gideon F.Sm.,Plantae
Aloidendron pillansii,9372012,NA,Aloidendron pillansii (L.Guthrie) Klopper & Gideon F.Sm.,Plantae
Aesculus hippocatanum Hort.,3189801,NA,Aesculus L.,Plantae
Iryanthera grandis,3743999,NA,Iryanthera grandis Ducke,Plantae
Potamogeton pectinatus,8356154,7871428,Potamogeton pectinatus L.,Plantae
Radula marginata,9000698,NA,"Radula marginata Gottsche, Lindenb. & Nees",Plantae
Secale cereale L.,2705966,NA,Secale cereale L.,Plantae
Aconitum columbianum,3033668,NA,Aconitum columbianum Nutt.,Plantae
Anamirta cocculus (L.) W.& A.,3829613,NA,Anamirta cocculus (L.) Wight & Arn.,Plantae
Burasaia australis,3829921,NA,Burasaia australis Scott Elliot,Plantae
Burasaia australis Scott Elliot,3829921,NA,Burasaia australis Scott Elliot,Plantae
Burasaia congesta,3829911,NA,Burasaia congesta Decne.,Plantae
Burasaia congesta Decne,3829911,NA,Burasaia congesta Decne.,Plantae
Chasmanthera dependens Hochst,3831092,NA,Chasmanthera dependens Hochst.,Plantae
Chasmanthera dependens Hochst.,3831092,NA,Chasmanthera dependens Hochst.,Plantae
Coptis japonica Makino.,12270150,NA,Coptis japonica (Makino),Plantae
Coptis quinquefolia Miq.,7277301,NA,Coptis quinquefolia Miq.,Plantae
Corydalis ophiocarpa  Hook.f.et Thoms,5531941,NA,Corydalis ophiocarpa Hook.fil. & Thomson,Plantae
Enantia chlorantha Oliver,5407528,5407527,Enantia chlorantha Oliv.,Plantae
Fibraurea chloroleuca Miers,5592709,5371724,Fibraurea chloroleuca Miers,Plantae
Fibraurea chloroleuca Miore.,3033955,NA,Fibraurea Lour.,Plantae
Fibraurea sp.,3033955,NA,Fibraurea Lour.,Plantae
Fissistigma balansae,3157325,NA,Fissistigma balansae (Aug.DC.) Merr.,Plantae
Jateorhiza palmata Miers,3033953,NA,Jateorhiza palmata (Lam.) Miers,Plantae
Mahonia repens (Lindi) G.Don,3033850,NA,Mahonia repens (Lindl.) G.Don,Plantae
Thalictrum alpinum L.,3033134,NA,Thalictrum alpinum L.,Plantae
Thalictrum foliolosum DC,8317447,NA,Thalictrum foliolosum DC.,Plantae
Thalictrum javanicum Blume,7277787,NA,Thalictrum javanicum Blume,Plantae
Thalictrum longistylum DC,3927992,NA,Thalictrum longistylum DC.,Plantae
Thalictrum minus L.Race B,3033129,NA,Thalictrum minus L.,Plantae
Thalictrum minus var.hypoleucum,7650490,3927362,Thalictrum minus var. hypoleucum (Siebold & Zucc.) Miq.,Plantae
Thalictrum podocarpum Humb.,3033112,NA,Thalictrum L.,Plantae
Thalictrum revolutum DC,3033127,NA,Thalictrum revolutum DC.,Plantae
Thalictrum rogosum,3033112,NA,Thalictrum L.,Plantae
Tinospora capillipes Gagnep.,3830812,11546126,Tinospora capillipes Gagnep.,Plantae
Adenium somalense,7317096,3619258,Adenium somalense Balf.fil.,Plantae
Agave kerchovei,2766803,NA,Agave kerchovei Lem.,Plantae
Alectra arvensis,3724900,NA,Alectra arvensis (Benth.) Merr.,Plantae
Alectra sessiliflora,7331592,NA,Alectra sessiliflora (Vahl) Kuntze,Plantae
Antidesma pentandrum,3076633,3076603,Antidesma pentandrum (Blanco) Merr.,Plantae
Aster maximus,5393306,3111603,Aster maximum (D.Don) Less.,Plantae
Atroxima afzeliana,4050746,NA,Atroxima afzeliana (Oliv. ex Chodat) Stapf,Plantae
Aucuba japonica Thunb.,3033077,NA,Aucuba japonica Thunb.,Plantae
Aucuba sp.,9578104,NA,Aucuba Thunb.,Plantae
Aureolaria flava,3170761,NA,Aureolaria flava (L.) Farw.,Plantae
Besseya alpina,3172144,3172145,Besseya alpina (A.Gray) Rydb.,Plantae
Buddleja albiflora,4055853,NA,Buddleja albiflora Hemsl.,Plantae
Buddleja alternifolia,3173337,NA,Buddleja alternifolia Maxim.,Plantae
Buddleja auriculata,4055596,NA,Buddleja auriculata Benth.,Plantae
Buddleja brasiliensis,7288250,NA,Buddleja brasiliensis J.Jacq.,Plantae
Buddleja davidii Franch.,3173338,NA,Buddleja davidii Franch.,Plantae
Campylanthus glaber,7333177,NA,Campylanthus glaber Benth.,Plantae
Campylanthus salsoloides,8164714,NA,Campylanthus salsoloides Roth,Plantae
Castilleja hispida,3170620,NA,Castilleja hispida Benth.,Plantae
Chaerophyllum temulum,3034650,NA,Chaerophyllum temulum L.,Plantae
Cordylanthus capitatus,5414585,NA,Cordylanthus capitatus Nutt. ex Benth.,Plantae
Cordylanthus parviflorus,5414582,NA,Cordylanthus parviflorus (Ferris) Wiggins,Plantae
Cordylanthus ramosus,5414575,NA,Cordylanthus ramosus Nutt. ex Benth,Plantae
Cordylanthus tenuis,5414580,NA,Cordylanthus tenuis A.Gray,Plantae
Cordylanthus wrightii,5414592,NA,Cordylanthus wrightii A.Gray,Plantae
Dianella tasmanica,5305181,NA,Dianella tasmanica Hook.f.,Plantae
Eritrichium incanum,7295113,NA,Eritrichium incanum (Turcz.) A.DC.,Plantae
Euphrasia pectinata,3171969,NA,Euphrasia pectinata Ten.,Plantae
Euphrasia salisburgensis,7591079,NA,Euphrasia salisburgensis Funck ex Hoppe,Plantae
Eusideroxylon zwageri,3033968,NA,Eusideroxylon zwageri Teijsm. & Binn.,Plantae
Ficus pantoniana,7262414,NA,Ficus pantoniana King,Plantae
Geigeria plumosa,3119836,NA,Geigeria plumosa Muschl.,Plantae
Globularia nudicaulis,7265189,NA,Globularia nudicaulis L.,Plantae
Goodenia strophiolata,3761903,NA,Goodenia strophiolata F.Muell.,Plantae
Jamesbrittenia dissecta,3740971,NA,Jamesbrittenia dissecta (Delile) Kuntze,Plantae
Lagotis integrifolia,7760153,NA,Lagotis integrifolia (Willd.) Schischk.,Plantae
Libidibia coriaria,2958707,NA,Libidibia coriaria (Jacq.) Schltdl.,Plantae
Lindera pipericarpa,5685578,NA,Lindera pipericarpa (Meisn.) Boerl.,Plantae
Melampyrum chlorostachyum,3725823,NA,Melampyrum chlorostachyum (Hohen.) Beauverd,Plantae
Ononis hircina,2977179,2977171,Ononis hircina Jacq.,Plantae
Paederota lutea,8328500,NA,Paederota lutea Scop.,Plantae
Pedicularis bracteosa,3171700,NA,Pedicularis bracteosa Benth.,Plantae
Pedicularis chinensis,3725425,NA,Pedicularis chinensis Maxim.,Plantae
Pedicularis crenulata,3171702,NA,Pedicularis crenulata Benth.,Plantae
Pedicularis grayi,3171710,3171709,Pedicularis grayi A.Nelson,Plantae
Pedicularis groenlandica,3171729,NA,Pedicularis groenlandica Retz.,Plantae
Pedicularis kansuensis,3742190,NA,Pedicularis kansuensis Maxim.,Plantae
Pedicularis racemosa,7400180,NA,Pedicularis racemosa Douglas ex Hook.,Plantae
Penstemon barrettiae,3171511,NA,Penstemon barrettiae A.Gray,Plantae
Penstemon ovatus,8414914,NA,Penstemon ovatus Douglas,Plantae
Pithecellobium albicans,2933864,2933859,Pithecellobium albicans (Kunth) Benth.,Plantae
Plantago amplexicaulis,7303042,NA,Plantago amplexicaulis Cav.,Plantae
Plantago argentea,7553757,NA,Plantago argentea Chaix,Plantae
Plantago holosteum,7303007,8067043,Plantago holosteum Scop.,Plantae
Plantago rhodosperma,3189717,NA,Plantago rhodosperma Decne.,Plantae
Plectranthus comosus,3905391,10997508,Plectranthus comosus Sims,Plantae
Rehmannia chingii,7444768,NA,Rehmannia chingii H.L.Li,Plantae
Rhinanthus alectorolophus (Scop.) Pollich,3172045,NA,Rhinanthus alectorolophus (Scop.) Pollich,Plantae
Rhinanthus angustifolius C. C. Gmel.,3172042,NA,Rhinanthus L.,Plantae
Rhinanthus antiquus (Sterneck) Schinz & Thell,3742873,NA,Rhinanthus antiquus (Sterneck) Schinz & Thell.,Plantae
Rhinanthus glacialis Personnat,7333429,NA,Rhinanthus glacialis Personnat,Plantae
Rhinanthus minor L.,3172043,NA,Rhinanthus minor L.,Plantae
Scrophularia alpestris,8264029,NA,Scrophularia alpestris Gay ex Benth.,Plantae
Scrophularia oblongifolia,7670408,NA,Scrophularia oblongifolia Loisel.,Plantae
Scrophularia racemosa,3736211,NA,Scrophularia racemosa Lowe,Plantae
Solanum mauritianum,2931469,NA,Solanum mauritianum Scop.,Plantae
Solanum unguiculatum,2932805,2929691,Solanum unguiculatum A.Rich.,Plantae
Tephrosia noctiflora,5342209,NA,Tephrosia noctiflora Bojer ex Baker,Plantae
Ventilago goughii,3877752,NA,Ventilago goughii Gamble,Plantae
Verbascum cheiranthifolium,3740654,NA,Verbascum cheiranthifolium Boiss.,Plantae
Verbascum lagurus,7332975,NA,Verbascum lagurus Fisch. & C.A.Mey.,Plantae
Veronica bellidioides,3733851,NA,Veronica bellidioides L.,Plantae
Veronica cymbalaria,3172068,NA,Veronica cymbalaria Bodard,Plantae
Veronica filiformis,3172100,NA,Veronica filiformis Sm.,Plantae
Veronica lavaudiana,3730006,NA,Veronica lavaudiana Raoul,Plantae
Veronica pulvinaris,3727207,NA,Veronica pulvinaris (Hook.fil.) Cheeseman,Plantae
Veronica thomsonii,7331645,NA,Veronica thomsonii (Buchanan) Cheeseman,Plantae
Veronica turrilliana,3724648,NA,Veronica turrilliana Stoj. & Stef.,Plantae
Dracaena angustifolia,5304502,NA,Dracaena angustifolia (Medik.) Roxb.,Plantae
Acantophora spicifera,5277297,NA,Acanthophora spicifera (M.Vahl) Børgesen,Plantae
Anonidium mannii,3158147,NA,Anonidium mannii (Oliv.) Engl. & Diels,Plantae
Meiocarpidium lepidotum,3158649,NA,Meiocarpidium lepidotum (Oliv.) Engl. & Diels,Plantae
Meiocarpidium oliverianum,10985462,3154186,Meiocarpidium oliverianum (Baill.) D.M.Johnson & N.A.Murray,Plantae
Minquartia guianensis,3686157,NA,Minquartia guianensis Aubl.,Plantae
Polyalthia olivieri,3156189,3156188,Polyalthia oliveri Engl.,Plantae
Uvariastrum zenkeri,3158095,NA,Uvariastrum zenkeri Engl. & Diels,Plantae
Crotalaria cephalotes,2942429,NA,Crotalaria cephalotes Steud. ex A.Rich.,Plantae
Crotalaria cunninghamii,2941971,NA,Crotalaria cunninghamii R.Br.,Plantae
Crotalaria grahamiana,2941791,NA,Crotalaria grahamiana Wight & Arn.,Plantae
Crotalaria mysorensis,2941738,NA,Crotalaria mysorensis Roth,Plantae
Crotalaria nana,2942687,NA,Crotalaria nana Burm.f.,Plantae
Crotalaria paulina,2941787,NA,Crotalaria paulina Schrank,Plantae
Crotalaria quinquefolia,2942956,NA,Crotalaria quinquefolia L.,Plantae
Crotalaria sagittalis,2942194,NA,Crotalaria sagittalis L.,Plantae
Crotalaria scassellatii,2942317,NA,Crotalaria scassellatii Chiov.,Plantae
Crotalaria stipularia,2942894,NA,Crotalaria stipularia Desv.,Plantae
Lindelofia spectabilis,4066367,4066410,Lindelofia spectabilis Lehm.,Plantae
Aframomum aulacocarpos,2758872,NA,Aframomum aulacocarpos Pellegr. ex Koechlin,Plantae
Chlorophora excelsa,5361892,3763589,Chlorophora excelsa (Welw.) Benth. & Hook.fil.,Plantae
Gardenia gordonii,5335103,NA,Gardenia gordonii Baker,Plantae
Larix olgensis var. koreana,7856201,2686201,Larix olgensis var. koreana (Nakai) Nakai,Plantae
Parsonsia laevigata,5536258,7317262,Parsonsia laevigata (Moon) Alston,Plantae
Phyllanthus angkorensis,5382101,NA,Phyllanthus angkorensis Beille,Plantae
Phyllanthus polyphyllus var.siamensis,5382102,5382101,Phyllanthus polyphyllus var. siamensis Airy Shaw,Plantae
Plectranthus albidus,3881665,3897990,Plectranthus albidus Baker,Plantae
Santalum album L.,2889785,NA,Santalum album L.,Plantae
Senecio sundbergii,3141664,3141663,Senecio sundbergii B.L.Turner,Plantae
Stapelia grandiflora,7968832,NA,"Stapelia grandiflora Curtis, 1802",Plantae
Stereospermum personatum,7298435,7298473,Stereospermum personatum (Hassk.) Chatterjee,Plantae
Trema humbertii,4160126,NA,Trema humbertii J.-F.Leroy,Plantae
Fagraea berteriana,3169509,6388630,Fagraea berteriana A.Gray ex Benth.,Plantae
Ulex europaeus subsp. europaeus,2951990,NA,"Ulex europaeus subsp. europaeus Linnaeus, 1753",Plantae
Croton arboreous,3057687,NA,Croton arboreus Millsp.,Plantae
Croton arboreus,3057687,NA,Croton arboreus Millsp.,Plantae
Cichorium intybus L.,5392252,NA,Cichorium intybus L.,Plantae
Notoseris porphyrolepis C. Shih,3088389,3088387,Notoseris porphyrolepis C.Shih,Plantae
Plocamium violaceum,5278563,NA,"Plocamium violaceum Farlow, 1877",Plantae
Sonchus macrocarpus Boulos & C.Jeffrey,3105653,NA,Sonchus macrocarpus Boulos & C.Jeffrey,Plantae
Achillea wilsoniana,9598742,NA,Achillea wilsoniana (Heimerl ex Hand.-Mazz.) Heimerl,Plantae
Ephedra vulgaris,2653237,NA,Ephedra Tourn. ex L.,Plantae
Hippeastrum ananuca,2854221,11101052,Hippeastrum ananuca Phil.,Plantae
Narcissus minor,2858420,NA,Narcissus minor L.,Plantae
Narcissus munozii-garmendiae,2858670,NA,Narcissus munozii-garmendiae Fern.Casas,Plantae
Narcissus pseudonarcissus subsp. pallidiflorus,2858400,2858403,Narcissus pseudonarcissus subsp. pallidiflorus (Pugsley) A.Fern.,Plantae
Perezia runcinata,5388206,5388204,Perezia runcinata Lag. ex D.Don,Plantae
Polystichum polyblepharum,7590688,4046493,Polystichum polyblepharum Nakai,Plantae
Aeodes orbitosa,2656550,NA,"Aeodes J.Agardh, 1876",Plantae
Alnus oregana,2876178,2876176,Alnus oregana Nutt.,Plantae
Betula alba,5331684,7226602,Betula alba L.,Plantae
Cedrela kotschyi,3850716,3851982,Cedrela kotschyi Schweinf.,Plantae
Centaurea lippii,3089354,7374461,Centaurea lippii L.,Plantae
Coccoloba acrostichoides,4034186,NA,Coccoloba acrostichoides Cham.,Plantae
Coryphantha greenwoodii,3956366,3956548,Coryphantha greenwoodii Bravo,Plantae
Euonymus atropurpureus,3169121,NA,Euonymus atropurpureus Jacq.,Plantae
Euphorbia sequieriana,4930716,NA,Euphorbia sequieriana Neck.,Plantae
Helichrysum ferrugineum,3065,NA,Asteraceae,Plantae
Jasminum humile,9425030,NA,Chrysojasminum Banfi,Plantae
Lawsonia alba,5420913,5420912,Lawsonia alba Lam.,Plantae
Lophopetalum javanicum,4938962,NA,Lophopetalum javanicum (Zoll.) Turcz.,Plantae
Microcybe multiflora,7269573,NA,Microcybe multiflora Turcz.,Plantae
Monteverdia chiapensis,9688583,NA,Monteverdia chiapensis (Lundell) Biral,Plantae
Narcissus nivalis,2858891,5950286,Narcissus nivalis Graells,Plantae
Pittosporum pentandrum,2986294,NA,Pittosporum pentandrum (Blanco) Merr.,Plantae
Rheedia gardneriana,7330210,3714568,Rheedia gardneriana Planch. & Triana,Plantae
Rubiaceae,8798,NA,Rubiaceae,Plantae
Salvia beckeri,3883947,NA,Salvia beckeri Trautv.,Plantae
Trichosanthes dioica,2874607,NA,Trichosanthes dioica Roxb.,Plantae
Zizyphus vulgaris var.spinosus,6709284,4928539,Ziziphus vulgaris var. spinosa Bunge,Plantae
Euodia alata,5594798,3838227,Euodia alata F.Muell.,Plantae
Euodia xanthoxyloides,5594051,3838227,Euodia xanthoxyloides F.Muell.,Plantae
Evodia alata,7680117,3838227,Evodia alata F.Muell.,Plantae
Vepris gerrardii,10329959,NA,Vepris gerrardii (I.Verd.) E.J.D.Schmidt,Plantae
Achillea dracunculus,3121592,7222946,Achillea dracunculus Steud.,Plantae
Achillea formosa,3120305,NA,Achillea formosa (Boiss.) Sch.Bip.,Plantae
Achillea glaberrima,3120133,NA,Achillea glaberrima Klokov,Plantae
Aspilia platyphylla,5396412,NA,Aspilia platyphylla (Baker) S.F.Blake,Plantae
Ctenium aromaticum,5290066,NA,Ctenium aromaticum (Walter) Alph.Wood,Plantae
Piper formosum,4190605,NA,Piper formosum (Miq.) C.DC.,Plantae
Piper glaberrimum,4189117,NA,Piper glaberrimum C.DC.,Plantae
Piper suipigua,4185573,NA,Piper suipigua Buch.-Ham. ex D.Don,Plantae
Tanacetum macrophyllum,3118526,NA,Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip.,Plantae
Zanthoxylum caribaeum,3190118,NA,Zanthoxylum caribaeum Lam.,Plantae
Calycadenia mollis,3093009,NA,Calycadenia mollis A.Gray,Plantae
Calycadenia pauciflora,3093015,NA,Calycadenia pauciflora A.Gray,Plantae
Calycadenia truncata,3093011,NA,Calycadenia truncata DC.,Plantae
Hemizonia,3145368,NA,Hemizonia DC.,Plantae
Psydrax subcordata,2893059,NA,Psydrax subcordatus (DC.) Bridson,Plantae
Acacia buxifolia,2979355,NA,Acacia buxifolia A.Cunn.,Plantae
Acacia decora,2978514,NA,Acacia decora Rchb.,Plantae
Acacia rubida,2979923,NA,Acacia rubida A.Cunn.,Plantae
Acacia spp.,2978223,NA,Acacia Mill.,Plantae
Baeria chrysostoma,6064919,7222188,Baeria chrysostoma Fisch. & C.A.Mey.,Plantae
Caesalpinia japonica,2958475,3974372,Caesalpinia japonica Siebold & Zucc.,Plantae
Cirsium chinense,3113226,NA,Cirsium chinense Gardner & Champ.,Plantae
Coreopsis bigelovii,8354997,NA,Coreopsis bigelovii (A.Gray) Voss,Plantae
Coreopsis californica,3134033,NA,Coreopsis californica (Nutt.) H.Sharsm.,Plantae
Coreopsis calliopsidea,3133974,NA,Coreopsis calliopsidea (DC.) A.Gray,Plantae
Coreopsis douglasii,3133972,NA,Coreopsis douglasii (DC.) H.M.Hall,Plantae
Coreopsis falcata,3133879,3133873,Coreopsis falcata F.E.Boynton,Plantae
Coreopsis floridana,3133876,3133873,Coreopsis floridana E.B.Sm.,Plantae
Coreopsis gigantea,3134001,NA,Coreopsis gigantea (Kellogg) H.M.Hall,Plantae
Coreopsis gladiata,3133873,NA,Coreopsis gladiata Walter,Plantae
Coreopsis hamiltonii,3133913,NA,Coreopsis hamiltonii (Elmer) H.Sharsm.,Plantae
Coreopsis integrifolia,3134030,NA,Coreopsis integrifolia Poir.,Plantae
Coreopsis latifolia,3133907,NA,Coreopsis latifolia Michx.,Plantae
Coreopsis leavenworthii,3133918,NA,Coreopsis leavenworthii Torr. & A.Gray,Plantae
Coreopsis linifolia,3133878,3133873,Coreopsis linifolia Nutt.,Plantae
Coreopsis maritima,3133980,NA,Coreopsis maritima (Nutt.) Hook.fil.,Plantae
