original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom
Citrus spp.,3190155,NA,Citrus L.,Plantae
Citrus sudachi,3190155,NA,Citrus L.,Plantae
Citrus trifoliata,3190129,NA,Citrus trifoliata L.,Plantae
Citrus unshiu,3190155,NA,Citrus L.,Plantae
Citrus wilsonii,3837361,3831766,Citrus × wilsonii Yu.Tanaka,Plantae
Citrus × deliciosa,3190155,NA,Citrus L.,Plantae
Citrus × paradisi,7469645,8077391,Citrus × paradisi Macfad.,Plantae
Citrus ×iyo,3831826,8077391,Citrus × iyo Yu.Tanaka,Plantae
Clausena excavata,5834596,NA,Clausena excavata Burm.fil.,Plantae
Cleistopholis patens,3153999,NA,Cleistopholis patens (Benth.) Engl. & Diels,Plantae
Cleonia lusitanica,3895568,NA,Cleonia lusitanica (L.) L.,Plantae
Clinopodium album,9392339,NA,Clinopodium album (Waldst. & Kit.) Bräuchler & Govaerts,Plantae
Clinopodium barbatum,9473735,NA,Clinopodium barbatum (P.H.Davis) Melnikov,Plantae
Clinopodium carolinianum,3887869,NA,Clinopodium carolinianum Mill.,Plantae
Clinopodium congestum,3887703,NA,Clinopodium congestum (Boiss. & Hausskn.) Kuntze,Plantae
Clinopodium grandiflorum,7437438,NA,Clinopodium grandiflorum (L.) Kuntze,Plantae
Clinopodium thymifolium,3885445,10793317,Clinopodium × thymifolium Kuntze,Plantae
Cneorum pulverulentum,3709357,NA,Cneorum pulverulentum Vent.,Plantae
Cnidium officinale,3638035,12256163,Cnidium officinale Makino,Plantae
Codonocarpus australis,3718320,3718334,Codonocarpus australis A.Cunn. ex Moq.,Plantae
Coespeletia timotensis,3109144,3109147,Coespeletia timotensis (Cuatrec.) Cuatrec.,Plantae
Commiphora gurreh,3992899,NA,Commiphora gurreh Engl.,Plantae
Conioselinum anthriscoides,8393328,NA,Conioselinum anthriscoides (H.Boissieu) Pimenov & Kljuykov,Plantae
Conyza newii,5398209,NA,Conyza newii Oliv. & Hiern,Plantae
Coriandrum sativum,3034871,NA,Coriandrum sativum L.,Plantae
Coriandrum sativum L.,3034871,NA,Coriandrum sativum L.,Plantae
Coridothymus capitatus,3881726,5607804,Coridothymus capitatus (L.) Rchb.f.,Plantae
Cornulaca monacantha,3758905,NA,Cornulaca monacantha Delile,Plantae
Corydalis nakaii,5532069,7314820,Corydalis nakaii Ishidoya,Plantae
Corydalis stricta,7314862,NA,Corydalis stricta Stephan ex DC.,Plantae
Corymbia citriodora,5418431,NA,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Plantae
Corymbia maculata,5418386,NA,Corymbia maculata (Hook.) K.D.Hill & L.A.S.Johnson,Plantae
Couroupita guianensis,3082562,NA,Couroupita guianensis Aubl.,Plantae
Crateva nurvala,3871453,3871487,Crateva nurvala Buch.-Ham.,Plantae
Crithmum maritimum,3632234,NA,Crithmum maritimum L.,Plantae
Croton adenocalyx,3058234,NA,Croton adenocalyx Baill.,Plantae
Croton eluteria,3058150,NA,Croton eluteria (L.) W.Wright,Plantae
Croton jimenezii,3058571,NA,Croton jimenezii Standl. & Valerio,Plantae
Croton mucronifolius,3059751,NA,Croton mucronifolius Müll.Arg.,Plantae
Croton sonderianus,3059926,NA,Croton sonderianus Müll.Arg.,Plantae
Croton stellulifer,5792355,NA,Croton stellulifer Hutch.,Plantae
Croton stelluliferus,3058539,NA,Croton stelluliferus Hutch.,Plantae
Cryptocarya agathophylla,4178766,NA,Cryptocarya agathophylla van der Werff,Plantae
Cryptomeria japonica,5284237,NA,Cryptomeria japonica (Thunb. ex L.f.) D.Don,Plantae
Cuminum,3034774,NA,Cuminum Tourn. ex L.,Plantae
Cuminum cyminum,3034775,NA,Cuminum cyminum L.,Plantae
Cuminum cyminum L.,3034775,NA,Cuminum cyminum L.,Plantae
Cunila fasciculata,5610968,NA,Cunila fasciculata Benth.,Plantae
Cunila microcephala,5610946,NA,Cunila microcephala Benth.,Plantae
Cupressus macrocarpa,2684070,NA,Cupressus macrocarpa Hartw. ex Gordon,Plantae
Cupressus sempervirens,2684030,NA,Cupressus sempervirens L.,Plantae
Curcuma amada,2757535,NA,Curcuma amada Roxb.,Plantae
Curcuma amanda Roxb,2757535,NA,Curcuma amada Roxb.,Plantae
Curcuma kwangsiensis,2757538,NA,Curcuma kwangsiensis S.G.Lee & C.F.Liang,Plantae
Curcuma longa,2757624,NA,Curcuma longa L.,Plantae
Curcuma phaeocaulis,2757534,NA,Curcuma phaeocaulis Valeton,Plantae
Curcuma pierreana,2757653,NA,Curcuma pierreana Gagnep.,Plantae
Curcuma wenyujin,2757546,2757544,Curcuma wenyujin Y.H.Chen & C.Ling,Plantae
Curcuma zedoaria,2757545,NA,Curcuma zedoaria (Christm.) Roscoe,Plantae
Cymbopogon flexuosus,8571291,NA,Cymbopogon flexuosus (Nees ex Steud.) W.Watson,Plantae
Cymbopogon martinii,7421320,4138713,Cymbopogon martinii (Roxb.) J.F.Watson,Plantae
Cyperaceae,7708,NA,Cyperaceae,Plantae
Dacrydium nausoriense,5286160,NA,Dacrydium nausoriense de Laub.,Plantae
Dacrydium nidulum,5286169,NA,Dacrydium nidulum de Laub.,Plantae
Daucus carota,3034742,NA,Daucus carota L.,Plantae
Daucus glaber,6720,NA,Apiaceae,Plantae
Daucus littoralis,6027290,NA,Daucus littoralis Sm.,Plantae
Dendrosenecio kilimanjari,3118072,NA,Dendrosenecio kilimanjari (Mildbr.) E.B.Knox,Plantae
Dictamnus albus,5421338,NA,Dictamnus albus L.,Plantae
Dimocarpus fumatus,7265064,NA,Dimocarpus fumatus (Blume) Leenh.,Plantae
Diospyros verrucosa,4070751,NA,Diospyros verrucosa Hiern,Plantae
Diplolophium africanum,3637348,NA,Diplolophium africanum Turcz.,Plantae
Diplotaenia cachrydifolia,3637256,NA,Diplotaenia cachrydifolia Boiss.,Plantae
Dipterocarpus alatus,4096596,NA,Dipterocarpus alatus Roxb.,Plantae
Drosera peltata,3190855,NA,Drosera peltata Thunb.,Plantae
Ducrosia ismaelis,3635600,NA,Ducrosia ismaelis Asch.,Plantae
Dysphania ambrosioides,5568446,NA,Dysphania ambrosioides (L.) Mosyakin & Clemants,Plantae
Echinophora tenuifolia,5538701,NA,Echinophora tenuifolia L.,Plantae
Echinophora trichophylla,5538690,NA,Echinophora trichophylla J.E.Sm.,Plantae
Echinops amplexicaulis,5392676,NA,Echinops amplexicaulis Oliv.,Plantae
Elettaria cardamomum,2759871,NA,Elettaria cardamomum (L.) Maton,Plantae
Elsholtzia bodinieri,3900905,NA,Elsholtzia bodinieri Vaniot,Plantae
Elsholtzia fruticosa,7308971,NA,Elsholtzia fruticosa (D.Don) Rehder,Plantae
Elsholtzia pilosa,3900245,NA,Elsholtzia pilosa (Benth.) Benth.,Plantae
Elsholtzia splendens,7308889,NA,Elsholtzia splendens Nakai ex F.Maek.,Plantae
Epaltes gariepina,3127467,3127458,Epaltes gariepina (DC.) Steetz,Plantae
Ephedra sinica,2653377,NA,Ephedra sinica Stapf,Plantae
Erigeron canadensis,3146791,NA,Erigeron canadensis L.,Plantae
Eryngium foetidum,3034425,NA,Eryngium foetidum L.,Plantae
Espeletia timotensis,3109147,NA,Espeletia timotensis Cuatrec.,Plantae
Etlingera cevuga,2760194,NA,Etlingera cevuga (Seem.) R.M.Sm.,Plantae
Etlingera elatior,2759896,NA,Etlingera elatior (Jack) R.M.Sm.,Plantae
Etlingera pavieana,2760233,NA,Etlingera pavieana (Pierre ex Gagnep.) R.M.Sm.,Plantae
Eucalyptus,7493935,NA,Eucalyptus L'Hér.,Plantae
Eucalyptus angulosa,3176886,NA,Eucalyptus angulosa Schauer,Plantae
Eucalyptus apodophylla,3177301,NA,Eucalyptus apodophylla Blakely & Jacobs,Plantae
Eucalyptus behriana,3177165,NA,Eucalyptus behriana F.Muell.,Plantae
Eucalyptus bosistoana,3177230,NA,Eucalyptus bosistoana F.Muell.,Plantae
Eucalyptus botryoides,3176253,NA,Eucalyptus botryoides Sm.,Plantae
Eucalyptus brassiana,3176392,NA,Eucalyptus brassiana S.T.Blake,Plantae
Eucalyptus bridgesiana,3176857,NA,Eucalyptus bridgesiana F.Muell. ex R.T.Baker,Plantae
Eucalyptus camaldulensis,11869920,NA,Eucalyptus camaldulensis Denham,Plantae
Eucalyptus ceratocorys,3176348,NA,Eucalyptus ceratocorys (Blakely) L.A.S.Johnson & K.D.Hill,Plantae
Eucalyptus cladocalyx,3176313,NA,Eucalyptus cladocalyx F.Muell.,Plantae
Eucalyptus cloeziana,3176995,NA,Eucalyptus cloeziana F.Muell.,Plantae
Eucalyptus crenulata,3176501,NA,Eucalyptus crenulata Blakely & Beuzev.,Plantae
Eucalyptus cuprea,3176496,NA,Eucalyptus cuprea Brooker & Hopper,Plantae
Eucalyptus dealbata,3176839,NA,Eucalyptus dealbata A.Cunn. ex Schauer,Plantae
Eucalyptus delegatensis,3176597,NA,Eucalyptus delegatensis F.Muell. ex R.T.Baker,Plantae
Eucalyptus deuaensis,3176530,NA,Eucalyptus deuaensis Boland & P.M.Gilmour,Plantae
Eucalyptus diversicolor,3176934,NA,Eucalyptus diversicolor F.Muell.,Plantae
Eucalyptus dolichorhyncha,3176411,NA,Eucalyptus dolichorhyncha (Brooker) Brooker & Hopper,Plantae
Eucalyptus exserta,3176897,NA,Eucalyptus exserta F.Muell.,Plantae
Eucalyptus fasciculosa,3177097,NA,Eucalyptus fasciculosa F.Muell.,Plantae
Eucalyptus forrestiana,3177153,NA,Eucalyptus forrestiana Diels,Plantae
Eucalyptus globulus,3176787,NA,Eucalyptus globulus Labill.,Plantae
Eucalyptus grandis,3177028,NA,Eucalyptus grandis W.Hill ex Maiden,Plantae
Eucalyptus hybrid,3716616,NA,Eucalyptus × hybrida Maiden,Plantae
Eucalyptus incrassata,3177161,NA,Eucalyptus incrassata Labill.,Plantae
Eucalyptus intertexta,3176517,NA,Eucalyptus intertexta R.T.Baker,Plantae
Eucalyptus jensenii,3176570,NA,Eucalyptus jensenii Maiden,Plantae
Eucalyptus lansdowneana,3177128,NA,Eucalyptus lansdowneana F.Muell. & J.E.Br.,Plantae
Eucalyptus leucoxylon,3177019,NA,Eucalyptus leucoxylon F.Muell.,Plantae
Eucalyptus longifolia,3177058,NA,Eucalyptus longifolia Link & Otto,Plantae
Eucalyptus maidenii,3176458,3176459,Eucalyptus maidenii F.Muell.,Plantae
Eucalyptus melanophloia,3176829,NA,Eucalyptus melanophloia F.Muell.,Plantae
Eucalyptus melliodora,3176794,NA,Eucalyptus melliodora A.Cunn. ex Schauer,Plantae
Eucalyptus moluccana,3177285,NA,Eucalyptus moluccana Roxb.,Plantae
Eucalyptus nitens,3176336,NA,Eucalyptus nitens (H.Deane & Maiden) Maiden,Plantae
Eucalyptus nova-anglica,3176315,NA,Eucalyptus nova-anglica H.Deane & Maiden,Plantae
Eucalyptus ochrophloia,3176736,NA,Eucalyptus ochrophloia F.Muell.,Plantae
Eucalyptus odorata,7750091,NA,Eucalyptus odorata Behr,Plantae
Eucalyptus oviformis,3716031,NA,Eucalyptus × oviformis Maiden & Blakely,Plantae
Eucalyptus paniculata,3177273,NA,Eucalyptus paniculata Sm.,Plantae
Eucalyptus polyanthemos,3176703,NA,Eucalyptus polyanthemos Schauer,Plantae
Eucalyptus populnea,3176641,NA,Eucalyptus populnea F.Muell.,Plantae
Eucalyptus porosa,3177263,NA,Eucalyptus porosa Miq.,Plantae
Eucalyptus pulverulenta,3176788,NA,Eucalyptus pulverulenta Sims,Plantae
Eucalyptus punctata,3176683,NA,Eucalyptus punctata DC.,Plantae
Eucalyptus radiata,3176655,NA,Eucalyptus radiata A.Cunn. ex DC.,Plantae
Eucalyptus saligna,3177224,NA,Eucalyptus saligna Sm.,Plantae
Eucalyptus siderophloia,3176419,NA,Eucalyptus siderophloia Benth.,Plantae
Eucalyptus sideroxylon,3177189,NA,Eucalyptus sideroxylon A.Cunn. ex Woolls,Plantae
Eucalyptus sparsa,3177100,NA,Eucalyptus sparsa Boomsma,Plantae
Eucalyptus spp.,7493935,NA,Eucalyptus L'Hér.,Plantae
Eucalyptus stoatei,3177277,NA,Eucalyptus stoatei C.A.Gardner,Plantae
Eucalyptus tereticornis,3176719,NA,Eucalyptus tereticornis Sm.,Plantae
Eucalyptus tetraptera,3176930,NA,Eucalyptus tetraptera Turcz.,Plantae
Eucalyptus viridis,3177083,NA,Eucalyptus viridis R.T.Baker,Plantae
Eugenia uniflora,5416458,NA,Eugenia uniflora L.,Plantae
Euonymus nanoides,7265448,NA,Euonymus nanoides Loes. & Rehder,Plantae
Eupatorium fortunei,5403095,NA,Eupatorium fortunei Turcz.,Plantae
Fagara ailanthoides,7269196,7269097,Fagara ailanthoides (Siebold & Zucc.) Engl.,Plantae
Ferula assafoetida,3034682,NA,Ferula L.,Plantae
Ferulago nodosa,3635427,NA,Ferulago nodosa (L.) Boiss.,Plantae
Ficus formosana,7262706,NA,Ficus formosana Maxim.,Plantae
Flacourtia inermis,5331166,NA,Flacourtia inermis Roxb.,Plantae
Foeniculum vulgare,3034922,NA,Foeniculum vulgare Mill.,Plantae
Folium perillae,11146124,NA,"Folium Hofmann, 1932",Plantae
Forsythia suspensa,5415056,NA,Forsythia suspensa (Thunb.) Vahl,Plantae
Forsythia suspense,5415056,NA,Forsythia suspensa (Thunb.) Vahl,Plantae
Forsythia viridissima,5415053,NA,Forsythia viridissima Lindl.,Plantae
Freesia hybrida,7458030,10673640,Freesia × hybrida L.H.Bailey,Plantae
Fructus schiandrae,4891333,NA,"Fructus H.Engelhardt, 1877",Plantae
Fructus syzygii,4891333,NA,"Fructus H.Engelhardt, 1877",Plantae
Garcinia dulcis,3189565,NA,Garcinia dulcis (Roxb.) Kurz,Plantae
Garcinia oligantha,3713451,NA,Garcinia oligantha Merr.,Plantae
Gardenia fosbergii,5335026,NA,Gardenia fosbergii Tirveng.,Plantae
Gossypium sturtianum,3152671,NA,Gossypium sturtianum (R.Br.) J.H.Willis,Plantae
Hansenia forbesii,5537977,NA,Hansenia forbesii (H.Boissieu) Pimenov & Kljuykov,Plantae
Hansenia weberbaueriana,5537964,NA,Hansenia weberbaueriana (Fedde ex H.Wolff) Pimenov & Kljuykov,Plantae
Hedeoma mandoniana,3888193,NA,Hedeoma mandoniana Wedd.,Plantae
Hedychium coronarium,7883492,NA,Hedychium coronarium J.Koenig,Plantae
Hedychium spicatum,2758631,NA,Hedychium spicatum Sm.,Plantae
Hedyosmum mexicanum,3750498,NA,Hedyosmum mexicanum Cordem. ex Baill.,Plantae
Helichrysum bracteiferum,3131486,NA,Helichrysum bracteiferum (DC.) Humbert,Plantae
Helichrysum odoratissimum,3131161,NA,Helichrysum odoratissimum (L.) Sweet,Plantae
Heracleum dissectum,6026395,NA,Heracleum dissectum Ledeb.,Plantae
Heracleum persicum,3628745,NA,Heracleum persicum Desf.,Plantae
Heteranthemis viscidehirta,3104078,NA,Heteranthemis viscidehirta Schott,Plantae
Homalomena occulta,2868708,NA,Homalomena occulta (Lour.) Schott,Plantae
Houttuynia cordata,5384931,NA,Houttuynia cordata Thunb.,Plantae
Houttuynia emeiensis,5569037,5384931,Houttuynia emeiensis Z.Y.Zhu & S.L.Zhang,Plantae
Humulus lupulus,2984535,NA,Humulus lupulus L.,Plantae
Hypericum hyssopifolium,7527992,NA,Hypericum hyssopifolium Chaix,Plantae
Hypericum perforatum,3189486,NA,Hypericum perforatum L.,Plantae
Hypericum scabrum,3711829,NA,Hypericum scabrum L.,Plantae
Hyptis emoryi,2926808,7542255,Hyptis emoryi Torr.,Plantae
Hyptis goyazensis,3904826,NA,Hyptis goyazensis A.St.-Hil. ex Benth.,Plantae
Hyptis mutabilis,2926813,7471562,Hyptis mutabilis (Rich.) Briq.,Plantae
Hyptis pectinata,2926820,3889976,Hyptis pectinata (L.) Poit.,Plantae
Hyptis spicigera,2926816,7664995,Hyptis spicigera Lam.,Plantae
Hyptis suaveolens,2926823,3889017,Hyptis suaveolens (L.) Poit.,Plantae
Hyssopus officinalis,5341387,NA,Hyssopus officinalis L.,Plantae
Hyssopus seravschanicus,5609159,NA,Hyssopus seravschanicus (Dubj.) Pazij,Plantae
Ilex affinis,7315765,NA,Ilex affinis Gardner,Plantae
Illicium anisatum,7314073,NA,Illicium anisatum L.,Plantae
Illicium difengpi,8066939,NA,Illicium difengpi B.N.Chang,Plantae
Illicium verum,2889756,NA,Illicium verum Hook.fil.,Plantae
Iris spuria,5298946,NA,Iris spuria L.,Plantae
Isodon kameba,5608988,7308525,Isodon kameba Okuyama ex Ohwi,Plantae
Isodon melissoides,5608920,NA,Isodon melissoides (Benth.) H.Hara,Plantae
Isodon rugosus,5608857,NA,Isodon rugosus (Wall. ex Benth.) Codd,Plantae
Jacobaea subalpina,5388603,NA,Jacobaea subalpina (W.D.J.Koch) Pelser & Veldkamp,Plantae
Jungermannia vulcanicola,7840648,9406555,Jungermannia vulcanicola (Schiffn.) Steph.,Plantae
Juniperus communis,2684709,NA,Juniperus communis L.,Plantae
Juniperus drupacea,2684584,NA,Juniperus drupacea Labill.,Plantae
Juniperus excelsa,2684626,NA,Juniperus excelsa M.-Bieb.,Plantae
Juniperus foetidissima,2684648,NA,Juniperus foetidissima Willd.,Plantae
Juniperus jaliscana,2684560,NA,Juniperus jaliscana Martínez,Plantae
Juniperus monticola,2684641,NA,Juniperus monticola Martínez,Plantae
Juniperus rigida,2684517,NA,Juniperus rigida Siebold & Zucc.,Plantae
Juniperus scopulorum,2684773,NA,Juniperus scopulorum Sarg.,Plantae
Juniperus spp.,2684359,NA,Juniperus L.,Plantae
Juniperus taxifolia,2684561,NA,Juniperus taxifolia Hook. & Arn.,Plantae
Kaempferia pulchra,5301431,NA,Kaempferia pulchra Ridl.,Plantae
Kunzea ericoides,5419997,NA,Kunzea ericoides (A.Rich.) J.Thomps.,Plantae
Kunzea flavescens,5420028,NA,Kunzea flavescens C.T.White & Francis,Plantae
Kunzea pauciflora,5420010,NA,Kunzea pauciflora Schauer,Plantae
Kunzea sinclairii,5419977,NA,Kunzea sinclairii (Kirk) W.Harris,Plantae
Laggera pterodonta,3098689,3098694,Laggera pterodonta (DC.) Sch.Bip. ex Oliv.,Plantae
Lagoecia cuminoides,8419745,NA,Lagoecia cuminoides L.,Plantae
Lamiaceae,2497,NA,Lamiaceae,Plantae
Lantana camara,2925303,NA,Lantana camara L.,Plantae
Larix gmelinii var. gmelinii,7230716,NA,Larix gmelinii var. gmelinii,Plantae
Larix kaempferi,2686157,NA,Larix kaempferi (Lamb.) Carrière,Plantae
Larix laricina,2686231,NA,Larix laricina (Du Roi) K.Koch,Plantae
Larix lyallii,2686273,NA,Larix lyallii Parl.,Plantae
Larix occidentalis,2686270,NA,Larix occidentalis Nutt.,Plantae
Larix sibirica,2686276,NA,Larix sibirica Ledeb.,Plantae
Larix sukaczewii,2686280,2686276,Larix sukaczewii Dylis,Plantae
Laurus nobilis,3034015,NA,Laurus nobilis L.,Plantae
Lavandula angustifolia,2927305,NA,Lavandula angustifolia Mill.,Plantae
Lavandula latifolia,2927304,NA,Lavandula latifolia Medik.,Plantae
Lavandula stoechas,2927303,NA,Lavandula stoechas L.,Plantae
Leonotis leonurus,2926906,NA,Leonotis leonurus (L.) R.Br.,Plantae
Lepechinia chamaedryoides,3888930,11099633,Lepechinia chamaedryoides (Balb.) Epling,Plantae
Lepechinia chilensis,11099633,NA,Lepechinia chilensis (Molina) R.Morales,Plantae
Lepechinia floribunda,3888808,NA,Lepechinia floribunda (Benth.) Epling,Plantae
Leptospermum scoparium,3181762,NA,Leptospermum scoparium Forst.,Plantae
Levisticum officinale,5371772,NA,Levisticum officinale W.D.J.Koch,Plantae
Licaria puchuri-major,4181807,7304533,Licaria puchury-major (Mart.) Kosterm.,Plantae
Licaria puchury-major,4181807,7304533,Licaria puchury-major (Mart.) Kosterm.,Plantae
Ligularia hodgsonii,5395405,NA,Ligularia hodgsonii Hook.,Plantae
Ligusticum chuanxiong,3639592,8393328,"Ligusticum chuanxiong S.H.Qiu, Y.Q.Zeng, K.Y.Pan, Y.C.Tang & J.M.Xu",Plantae
Ligusticum sinense,6026996,8393328,Ligusticum sinense Oliv.,Plantae
Ligusticum striatum,3637235,3639584,Ligusticum striatum Wall. ex DC.,Plantae
Lippia abyssinica,4086591,NA,Lippia abyssinica (Otto & A.Dietr.) Cufod.,Plantae
Lippia adoensis,7297650,NA,Lippia adoensis Hochst.,Plantae
Lippia alnifolia,4086389,NA,Lippia alnifolia Schauer,Plantae
Lippia gracilis,10869377,NA,"Lippia gracilis Schauer ex DC., 1847",Plantae
Lippia grata,4084112,NA,Lippia grata Schauer,Plantae
Lippia graveolens,2925384,7297353,Lippia graveolens Kunth,Plantae
Lippia multiflora,4085693,NA,Lippia multiflora Moldenke,Plantae
Lippia origanoides,7297353,NA,Lippia origanoides Kunth,Plantae
Lippia sidoides,7297013,7297353,Lippia sidoides Cham.,Plantae
Lippia ukambensis,4086644,4083763,Lippia ukambensis Vatke,Plantae
Liquidambar orientalis,3152825,NA,Liquidambar orientalis Mill.,Plantae
Liquidambar styraciflua,3152824,NA,Liquidambar styraciflua L.,Plantae
Liriodendron tulipifera,3152861,NA,Liriodendron tulipifera L.,Plantae
Litchi chinensis,3190002,NA,Litchi chinensis Sonn.,Plantae
Litsea cubeba,3033977,NA,Litsea cubeba (Lour.) Pers.,Plantae
Litsea glaucescens,6688,NA,Lauraceae,Plantae
Maesopsis eminii,3039521,NA,Maesopsis eminii Engl.,Plantae
Magnolia biondii,3153889,NA,Magnolia biondii Pamp.,Plantae
Magnolia denudata,3153582,NA,Magnolia denudata Desr.,Plantae
Magnolia kobus,3153260,NA,Magnolia kobus DC.,Plantae
Magnolia liliflora,3153228,NA,Magnolia liliiflora Desr.,Plantae
Magnolia liliiflora,3153228,NA,Magnolia liliiflora Desr.,Plantae
Magnolia officinalis,3153830,NA,Magnolia officinalis Rehder & E.H.Wilson,Plantae
Magnolia salicifolia,3153771,NA,Magnolia salicifolia (Siebold & Zucc.) Maxim.,Plantae
Magnolia sprengeri,3152927,NA,Magnolia sprengeri Pamp.,Plantae
Manekia naranjoana,4186357,NA,Manekia naranjoana (C.DC.) Callejas,Plantae
Matricaria chamomilla,8370958,NA,Matricaria chamomilla L.,Plantae
Melaleuca Leucadendra,3175449,NA,Melaleuca L.,Plantae
Melaleuca alternifolia,5416091,NA,Melaleuca alternifolia (Maiden & Betche) Cheel,Plantae
Melaleuca decussata,5416180,NA,Melaleuca decussata R.Br.,Plantae
Melaleuca leucadendra,5415976,NA,Melaleuca leucadendra (L.) L.,Plantae
Melaleuca leucadendra L.,5415976,NA,Melaleuca leucadendra (L.) L.,Plantae
Melaleuca linariifolia,5415842,NA,Melaleuca linariifolia Sm.,Plantae
Melaleuca parviflora,8360833,NA,"Melaleuca parviflora Link, 1822",Plantae
Melaleuca quinquenervia,5415832,NA,Melaleuca quinquenervia (Cav.) S.T.Blake,Plantae
Melaleuca squarrosa,8259705,NA,Melaleuca squarrosa Donn,Plantae
Mentha,2927173,NA,Mentha L.,Plantae
Mentha X piperita,8707933,NA,Mentha × piperita L.,Plantae
Mentha aquatica,2927208,NA,Mentha aquatica L.,Plantae
Mentha arvensis,2927192,NA,Mentha arvensis L.,Plantae
Mentha piperita,8707933,NA,Mentha × piperita L.,Plantae
Mentha piperita L.,8707933,NA,Mentha × piperita L.,Plantae
Mentha pulegium,2927189,NA,Mentha pulegium L.,Plantae
Mentha spicata,2927175,NA,Mentha spicata L.,Plantae
Mentha spp.,2927173,NA,Mentha L.,Plantae
Mentha suaveolens,2927190,NA,Mentha suaveolens Ehrh.,Plantae
Mesosphaerum pectinatum,3889976,NA,Mesosphaerum pectinatum (L.) Kuntze,Plantae
Microcitrus,3190060,NA,Microcitrus Swingle,Plantae
Micromeria biflora,7307212,NA,Micromeria biflora (Buch.-Ham. ex D.Don) Benth.,Plantae
Micromeria croatica,7307160,NA,Micromeria croatica (Pers.) Schott,Plantae
Micromeria juliana,7774615,NA,Micromeria juliana (L.) Benth. ex Rchb.,Plantae
Micromeria maderensis,9616912,NA,Micromeria maderensis Puppo & Bräuchler,Plantae
Micromeria myrtifolia,5606274,NA,Micromeria myrtifolia Boiss. & Hohen.,Plantae
Micromeria teneriffae,8063081,NA,Micromeria teneriffae (Poir.) Benth. ex G.Don,Plantae
Minthostachys andina,3884683,NA,Minthostachys andina (Britton ex Rusby) Epling,Plantae
Minthostachys glabrescens,3884636,NA,Minthostachys glabrescens (Benth.) Epling,Plantae
Minthostachys mollis,7306778,NA,Minthostachys mollis (Benth.) Griseb.,Plantae
Monarda citriodora,5341423,NA,Monarda citriodora Cerv. ex Lag.,Plantae
