original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key
Rhamnus lotus,3877316,8079807.0,Rhamnus lotus L.,Plantae,Rhamnus,lotus,8079807
Rhizophora stylosa,3874022,,Rhizophora stylosa Griffith,Plantae,Rhizophora,stylosa,3874022
Rhus glabra,3190544,,Rhus glabra L.,Plantae,Rhus,glabra,3190544
Rosa henryi,3003328,,Rosa henryi Boulenger,Plantae,Rosa,henryi,3003328
Schotia latifolia,2959238,,Schotia latifolia Jacq.,Plantae,Schotia,latifolia,2959238
Sciadopitys verticillata,2684904,,Sciadopitys verticillata (Thunb.) Siebold & Zucc.,Plantae,Sciadopitys,verticillata,2684904
Sesuvium portulacastrum,3084883,,Sesuvium portulacastrum (L.) L.,Plantae,Sesuvium,portulacastrum,3084883
Sohnreyia excelsa,3837800,,Sohnreyia excelsa K.Krause,Plantae,Sohnreyia,excelsa,3837800
Strychnos cathayensis,5645598,,Strychnos cathayensis Merr.,Plantae,Strychnos,cathayensis,5645598
Tectaria subtriphylla,7347153,,Tectaria subtriphylla (Hook. & Arn.) Copel.,Plantae,Tectaria,subtriphylla,7347153
Theobroma sp.,2984934,,Theobroma L.,Plantae,Theobroma,sp.,2984934
Typha capensis,5289571,,Typha capensis (Rohrb.) N.E.Br.,Plantae,Typha,capensis,5289571
Uncaria elliptica,5338248,,Uncaria elliptica R.Br. ex G.Don,Plantae,Uncaria,elliptica,5338248
Uncaria sp.,2906635,,Uncaria Schreb.,Plantae,Uncaria,sp.,2906635
Urceola laevigata,9827170,,Urceola laevigata (Juss.) D.J.Middleton & Livsh.,Plantae,Urceola,laevigata,9827170
Vaccinium pahalae,2882866,2882863.0,Vaccinium pahalae Skottsb.,Plantae,Vaccinium,pahalae,2882863
Vitis labrusca,5372424,,Vitis labrusca L.,Plantae,Vitis,labrusca,5372424
Walsura pinnata,3851390,,Walsura pinnata Hassk.,Plantae,Walsura,pinnata,3851390
Aflatunia ulmifolia,3023602,3023601.0,Aflatunia ulmifolia (Franch.) Vassilcz.,Plantae,Aflatunia,ulmifolia,3023601
Derris elliptica,5350305,,Derris elliptica (Wall.) Benth.,Plantae,Derris,elliptica,5350305
Lonchocarpus longifolius,3908408,2960248.0,Lonchocarpus longifolius (Benth.) Ducke,Plantae,Lonchocarpus,longifolius,2960248
Lonchocarpus spruceanus,2960238,2960236.0,Lonchocarpus spruceanus Benth.,Plantae,Lonchocarpus,spruceanus,2960236
Lonchocarpus utilis,2947532,3979782.0,Lonchocarpus utilis A.C.Sm.,Plantae,Lonchocarpus,utilis,3979782
Mundulea chapelieri,2933881,,Mundulea chapelieri (Baill.) R.Vig. ex Du Puy & Labat,Plantae,Mundulea,chapelieri,2933881
Mundulea sericea,2933885,,Mundulea sericea (Willd.) A.Chev.,Plantae,Mundulea,sericea,2933885
Patrinia scabra,8251923,,Patrinia scabra Bunge,Plantae,Patrinia,scabra,8251923
Piscidia mollois,2956053,,Piscidia L.,Plantae,Piscidia,mollois,2956053
Trachelanthus hissaricus,5661162,4066441.0,Trachelanthus hissaricus Lipsky,Plantae,Trachelanthus,hissaricus,4066441
Amphipterygium adstringens,3661100,,Amphipterygium adstringens (Schltdl.) Schiede ex Standl.,Plantae,Amphipterygium,adstringens,3661100
Conandron ramondioides Sieb.et Zucc.,3824001,,Conandron ramondioides Siebold & Zucc.,Plantae,Conandron,ramondioides,3824001
Eremophila platycalyx,8279353,,Eremophila platycalyx F.Muell.,Plantae,Eremophila,platycalyx,8279353
Junellia seriphioides,7296970,,Junellia seriphioides (Gillies & Hook.) Moldenke,Plantae,Junellia,seriphioides,7296970
Junellia spissa,4086957,,Junellia spissa (Sandwith) Moldenke,Plantae,Junellia,spissa,4086957
Lardizabala biternata,4191640,4191601.0,Lardizabala biternata Ruiz & Pav.,Plantae,Lardizabala,biternata,4191601
Pilea mongolica,7300645,5361818.0,Pilea mongolica Wedd.,Plantae,Pilea,mongolica,5361818
Ludwigia octovalvis,5420987,,Ludwigia octovalvis (Jacq.) P.H.Raven,Plantae,Ludwigia,octovalvis,5420987
Mallotus peltatus,5378721,,Mallotus peltatus (Geiseler) Müll.Arg.,Plantae,Mallotus,peltatus,5378721
Rauia resinosa,6040873,,Rauia resinosa Nees & Mart.,Plantae,Rauia,resinosa,6040873
Vepris stolzii,3834026,,Vepris stolzii I.Verd.,Plantae,Vepris,stolzii,3834026
Acacia neovernicosa,2980332,3795390.0,Acacia neovernicosa Isely,Plantae,Acacia,neovernicosa,3795390
Acalypha sp.,3055964,,Acalypha L.,Plantae,Acalypha,sp.,3055964
Acorus sp.,2730063,,Acorus L.,Plantae,Acorus,sp.,2730063
Aeonium saundersii,4197651,,Aeonium saundersii Bolle,Plantae,Aeonium,saundersii,4197651
Aldama gardneri,8243005,,Aldama gardneri (Baker) E.E.Schill. & Panero,Plantae,Aldama,gardneri,8243005
Aristolochia acutifolia,3589307,,Aristolochia acutifolia Duch.,Plantae,Aristolochia,acutifolia,3589307
Browallia grandiflora,3800590,2932934.0,Browallia grandiflora Graham,Plantae,Browallia,grandiflora,2932934
Caragana sp.,7884007,,Caragana Lam.,Plantae,Caragana,sp.,7884007
Chamaesaracha sordida,2928865,,Chamaesaracha sordida (Dunal) A.Gray,Plantae,Chamaesaracha,sordida,2928865
Chrysothamnus humilis,3148636,,Chrysothamnus humilis Greene,Plantae,Chrysothamnus,humilis,3148636
Croton glabellus,3058441,,Croton glabellus L.,Plantae,Croton,glabellus,3058441
Croton sp.,3057454,,Croton L.,Plantae,Croton,sp.,3057454
Dodonaea sp.,3190017,,Dodonaea Mill.,Plantae,Dodonaea,sp.,3190017
Dracocephalum sp.,2927219,,Dracocephalum L.,Plantae,Dracocephalum,sp.,2927219
Eleagnus sp.,4048055,,"Eleagnus Hill, 1768",Plantae,Eleagnus,sp.,4048055
Encelia ravenii,3118772,,Encelia ravenii Wiggins,Plantae,Encelia,ravenii,3118772
Fagonia sp.,3189921,,Fagonia L.,Plantae,Fagonia,sp.,3189921
Gardenia urvillei,5335028,,Gardenia urvillei Montrouz.,Plantae,Gardenia,urvillei,5335028
Hedysarum sp.,2960767,,Hedysarum L.,Plantae,Hedysarum,sp.,2960767
Holocarpha heermannii,3091317,,Holocarpha heermannii (Greene) D.D.Keck,Plantae,Holocarpha,heermannii,3091317
Holocarpha macradenia,3091319,,Holocarpha macradenia (DC.) Greene,Plantae,Holocarpha,macradenia,3091319
Holocarpha virgata,3091313,,Holocarpha virgata (A.Gray) D.D.Keck,Plantae,Holocarpha,virgata,3091313
Hornstedtia sp.,2759694,,Hornstedtia Retz.,Plantae,Hornstedtia,sp.,2759694
Isocoma acradenia,3099243,,Isocoma acradenia (Greene) Greene,Plantae,Isocoma,acradenia,3099243
Larrea cuneifolia,5635270,,Larrea cuneifolia Cav.,Plantae,Larrea,cuneifolia,5635270
Leontopodium sp.,7981156,,Leontopodium (Pers.) R.Br.,Plantae,Leontopodium,sp.,7981156
Lomatia dentata,7287184,,Lomatia dentata (Ruiz & Pav.) R.Br.,Plantae,Lomatia,dentata,7287184
Nymphaea sp.,2882411,,Nymphaea L.,Plantae,Nymphaea,sp.,2882411
Odontites viscosus,8381949,,Odontites viscosus (L.) Clairv.,Plantae,Odontites,viscosus,8381949
Perityle fosteri,3146366,12218311.0,Perityle fosteri A.M.Powell,Plantae,Perityle,fosteri,12218311
Perityle lemmonii,3146363,3146364.0,Perityle lemmonii (A.Gray) J.F.Macbr.,Plantae,Perityle,lemmonii,3146364
Plagius maghrebinus,5393712,,Plagius maghrebinus Vogt & Greuter,Plantae,Plagius,maghrebinus,5393712
Rudbeckia grandiflora,3114251,,Rudbeckia grandiflora (Sw.) J.F.Gmel. ex DC.,Plantae,Rudbeckia,grandiflora,3114251
Sansevieria sp.,10921493,,Sansevieria Thumb.,Plantae,Sansevieria,sp.,10921493
Santolina villosa,3125952,6077484.0,Santolina villosa Mill.,Plantae,Santolina,villosa,6077484
Solanum sarrachoides,2930805,,Solanum sarrachoides Sendtn.,Plantae,Solanum,sarrachoides,2930805
Triantha glutinosa,9206474,,Triantha glutinosa (Michx.) Baker,Plantae,Triantha,glutinosa,9206474
Wilkesia gymnoxiphium,3151339,,Wilkesia gymnoxiphium A.Gray,Plantae,Wilkesia,gymnoxiphium,3151339
Zinnia sp.,3111750,,Zinnia L.,Plantae,Zinnia,sp.,3111750
Ferulago brachyloba,3635847,,Ferulago brachyloba Boiss. & Reut. ex Boiss.,Plantae,Ferulago,brachyloba,3635847
Ferulago capillaris,3635831,,Ferulago capillaris (Link ex Spreng.) Cout.,Plantae,Ferulago,capillaris,3635831
Ferulago sylvatica,7919153,,Ferulago sylvatica (Besser) Rchb.,Plantae,Ferulago,sylvatica,7919153
Veronicastrum japonicum,7331536,,Veronicastrum japonicum (Nakai) T.Yamaz.,Plantae,Veronicastrum,japonicum,7331536
Caryocar coriaceum,3826056,,Caryocar coriaceum Wittm.,Plantae,Caryocar,coriaceum,3826056
Manilkara bidentata,2885366,,Manilkara bidentata (A.DC.) A.Chev.,Plantae,Manilkara,bidentata,2885366
Meliosma simplicifolia,7269667,,Meliosma simplicifolia (Roxb.) Walp.,Plantae,Meliosma,simplicifolia,7269667
Plectranthus glabratus,3904562,5605330.0,Plectranthus glabratus (Benth.) Alston,Plantae,Plectranthus,glabratus,5605330
Quercus myrsinifolia,2878564,,Quercus myrsinifolia Blume,Plantae,Quercus,myrsinifolia,2878564
Senecio cerberoanus,3108860,,Senecio cerberoanus J.Rémy,Plantae,Senecio,cerberoanus,3108860
Haeckeria punctulata,3116885,,Haeckeria punctulata (F.Muell.) J.H.Willis,Plantae,Haeckeria,punctulata,3116885
Ferula caucasica,3639135,7943442.0,Ferula caucasica Korovin,Plantae,Ferula,caucasica,7943442
Myoschilos oblongum,3789275,,Myoschilos oblongum Ruiz & Pav.,Plantae,Myoschilos,oblongum,3789275
Scrophularia ilwensis,3737500,,Scrophularia ilwensis K.Koch,Plantae,Scrophularia,ilwensis,3737500
Carex fedia,2725161,,Carex fedia Nees,Plantae,Carex,fedia,2725161
Carex kobomugi,2727576,,Carex kobomugi Ohwi,Plantae,Carex,kobomugi,2727576
Carex pumila,2724127,,Carex pumila Thunb.,Plantae,Carex,pumila,2724127
Cotula filicula,7685918,,Cotula filicula Hook.f.,Plantae,Cotula,filicula,7685918
Datura stramonium var. tatula,2928753,,Datura stramonium var. tatula (L.) Torr.,Plantae,Datura,stramonium,2928753
Dipterocarpus grandiflorus,7685317,,Dipterocarpus grandiflorus (Blanco) Blanco,Plantae,Dipterocarpus,grandiflorus,7685317
Dipterocarpus hasseltii,4097056,,Dipterocarpus hasseltii Blume,Plantae,Dipterocarpus,hasseltii,4097056
Geranium viscosissimum,2891480,,Geranium viscosissimum Fisch. & C.A.Mey.,Plantae,Geranium,viscosissimum,2891480
Gnetum,2653091,,Gnetum L.,Plantae,Gnetum,spp.,2653091
Gnetum hainanense,2653128,,"Gnetum hainanense C.Y.Cheng ex L.K.Fu, Y.F.Yu & M.G.Gilbert",Plantae,Gnetum,hainanense,2653128
Hopea sp.,3189685,,Hopea Roxb.,Plantae,Hopea,sp.,3189685
Leucosceptrum canum,3885429,,Leucosceptrum canum Sm.,Plantae,Leucosceptrum,canum,3885429
Maytenus imbricata,3792759,9708656.0,Maytenus imbricata Mart. ex Reissek,Plantae,Maytenus,imbricata,9708656
Polyalthia evecta,3156335,,Polyalthia evecta (Pierre) Finet & Gagnep.,Plantae,Polyalthia,evecta,3156335
Scirpus maritimus,2718334,2718307.0,Scirpus maritimus L.,Plantae,Scirpus,maritimus,2718307
Senecio toluccanus,3108216,4248941.0,Senecio toluccanus DC.,Plantae,Senecio,toluccanus,4248941
Shorea disticha,4096825,4096988.0,Shorea disticha (Thwaites) P.S.Ashton,Plantae,Shorea,disticha,4096988
Shorea roxburghii,4097162,12225557.0,Shorea roxburghii G.Don,Plantae,Shorea,roxburghii,12225557
Sophora stenophylla,2959026,,Sophora stenophylla A.Gray,Plantae,Sophora,stenophylla,2959026
Upuna borneensis,4096563,,Upuna borneensis Symington,Plantae,Upuna,borneensis,4096563
Vateria indica,3189688,,Vateria indica L.,Plantae,Vateria,indica,3189688
Vatica rassak,5669136,,Vatica rassak (Korth.) Blume,Plantae,Vatica,rassak,5669136
Vitis amurensis,5372380,,Vitis amurensis Rupr.,Plantae,Vitis,amurensis,5372380
Vitis coignetiae,5658476,,Vitis coignetiae Pulliat ex Planch.,Plantae,Vitis,coignetiae,5658476
Agathosma puberula,3833166,,Agathosma puberula (Steud.) Fourc.,Plantae,Agathosma,puberula,3833166
Araucaria cunninghamii,2684996,,Araucaria cunninghamii Aiton ex A.Cunn.,Plantae,Araucaria,cunninghamii,2684996
Aristolochia esperanzae,7313737,,Aristolochia esperanzae Kuntze,Plantae,Aristolochia,esperanzae,7313737
Calamintha nepeta subsp.glandulosa.,5610338,7757431.0,Calamintha nepeta subsp. glandulosa (Req.) P.W.Ball,Plantae,Calamintha,nepeta,7757431
Eucalyptus urnigera,3176234,,Eucalyptus urnigera Hook.fil.,Plantae,Eucalyptus,urnigera,3176234
Eupatorium bupleurifolium,5403070,3094781.0,Eupatorium bupleurifolium DC.,Plantae,Eupatorium,bupleurifolium,3094781
Euthamia caroliniana,8054757,,Euthamia caroliniana (L.) Greene ex Porter & Britton,Plantae,Euthamia,caroliniana,8054757
Halocarpus kirkii,2687296,,Halocarpus kirkii (F.Muell. ex Parl.) Quinn,Plantae,Halocarpus,kirkii,2687296
Keteleeria davidiana,2685721,,Keteleeria davidiana (Bertrand) Beissn.,Plantae,Keteleeria,davidiana,2685721
Lophophora williamsii,5384220,,Lophophora williamsii (Lem. ex Salm-Dyck) J.M.Coult.,Plantae,Lophophora,williamsii,5384220
Pinus bungeana,5285775,,Pinus bungeana Zucc. ex Endl.,Plantae,Pinus,bungeana,5285775
Pinus jeffreyi,8892957,,Pinus jeffreyi Balf.,Plantae,Pinus,jeffreyi,8892957
Pinus serotina,5285602,,Pinus serotina Michx.,Plantae,Pinus,serotina,5285602
Pittosporum eugenioides,4161770,,Pittosporum eugenioides A.Cunn.,Plantae,Pittosporum,eugenioides,4161770
Pittosporum tenuifolium,2986293,,Pittosporum tenuifolium Gaertn.,Plantae,Pittosporum,tenuifolium,2986293
Rhododendron anthopogonoides,7328149,,Rhododendron anthopogonoides Maxim.,Plantae,Rhododendron,anthopogonoides,7328149
Trigonostemon cherrieri,3063469,,Trigonostemon cherrieri Veillon,Plantae,Trigonostemon,cherrieri,3063469
Entandrophragma delevoyi,3190487,,Entandrophragma delevoyi De Wild.,Plantae,Entandrophragma,delevoyi,3190487
Eugenia pseudomata,5420754,10323301.0,Eugenia pseudomato D.Legrand,Plantae,Eugenia,pseudomata,10323301
Artemisia abyssinica,9540418,,Artemisia abyssinica Sch.Bip. ex Oliv. & Hiern,Plantae,Artemisia,abyssinica,9540418
Calophyllum caledonicum,7972481,,Calophyllum caledonicum Vieill. ex Planch. & Triana,Plantae,Calophyllum,caledonicum,7972481
Calophyllum fragrans,7950799,8182030.0,Calophyllum fragrans Ridl.,Plantae,Calophyllum,fragrans,8182030
Garcinia subelliptica,3712604,,Garcinia subelliptica Merr.,Plantae,Garcinia,subelliptica,3712604
Hypericum mysorense,11089668,,Hypericum mysorense F.Heyne,Plantae,Hypericum,mysorense,11089668
Kielmeyera rupestris,3713525,,Kielmeyera rupestris Duarte,Plantae,Kielmeyera,rupestris,3713525
Kielmeyera speciosa,7330212,,Kielmeyera speciosa A.St.-Hil.,Plantae,Kielmeyera,speciosa,7330212
Monnina salicifolia,7875295,,Monnina salicifolia Ruiz & Pav.,Plantae,Monnina,salicifolia,7875295
Vismia sp,3189574,,Vismia Vand.,Plantae,Vismia,sp,3189574
Achillea clavennae,3120117,,Achillea clavennae L.,Plantae,Achillea,clavennae,3120117
Achillea roseo-alba,4214893,,Achillea roseoalba Ehrend.,Plantae,Achillea,roseo-alba,4214893
Achillea schischkinii,3120212,,Achillea schischkinii Sosn.,Plantae,Achillea,schischkinii,3120212
Achillea sibirica subsp.mongolica,4214611,7066422.0,Achillea sibirica subsp. mongolica (Fisch. ex Spreng.) Heimerl,Plantae,Achillea,sibirica,7066422
Adenosma capitatum,7890570,7685146.0,Adenosma capitata (Benth.) Benth. ex Hance,Plantae,Adenosma,capitatum,7685146
Artemisia gorgonum,3120939,,Artemisia gorgonum Webb,Plantae,Artemisia,gorgonum,3120939
Berberis insignis,7300388,,Berberis insignis Hook.fil. & Thomson,Plantae,Berberis,insignis,7300388
Blumea malcomii,7784814,,Blumea malcomei Hook.f.,Plantae,Blumea,malcomii,7784814
Brickellia spp.,3096195,,Brickellia Elliott,Plantae,Brickellia,spp.,3096195
Callicarpa dolichophylla,5609799,,Callicarpa dolichophylla Merr.,Plantae,Callicarpa,dolichophylla,5609799
Heritiera littoralis,7725132,,Heritiera littoralis Dryand. ex Aiton,Plantae,Heritiera,littoralis,7725132
Melampodium longipes,3138992,,Melampodium longipes (A.Gray) B.L.Rob.,Plantae,Melampodium,longipes,3138992
Parthenium rollinsianum,3086783,,Parthenium rollinsianum Rzed.,Plantae,Parthenium,rollinsianum,3086783
Potamogeton malaianus,5642320,5301233.0,Potamogeton malaianus Miq.,Plantae,Potamogeton,malaianus,5301233
Tillandsia purpurea,2695090,,Tillandsia purpurea Ruiz & Pav.,Plantae,Tillandsia,purpurea,2695090
Veronica cinerea,3732720,,Veronica cinerea Boiss. & Balansa,Plantae,Veronica,cinerea,3732720
Adenia mannii,5527749,,Adenia mannii (Mast.) Engl.,Plantae,Adenia,mannii,5527749
Angiopteris latipinna,7677282,,"Angiopteris latipinna (Ching) Z.R.He, W.M.Chu & Christenh.",Plantae,Angiopteris,latipinna,7677282
Arisaema sp.,2866809,,Arisaema Mart.,Plantae,Arisaema,sp.,2866809
Galipea trifoliata,8126158,,Galipea trifoliata Aubl.,Plantae,Galipea,trifoliata,8126158
Passiflora foetida var. hispida,3587373,8259582.0,Passiflora foetida var. hispida (DC. ex Triana & Planch.) Killip,Plantae,Passiflora,foetida,8259582
Passiflora pinnatistipula,7313368,,Passiflora pinnatistipula Cav.,Plantae,Passiflora,pinnatistipula,7313368
Passiflora pittieri,3586772,,Passiflora pittieri Mast.,Plantae,Passiflora,pittieri,3586772
Passiflora trisecta,7890748,,Passiflora trisecta Mast.,Plantae,Passiflora,trisecta,7890748
Phoradendron tomentosum,2889916,7978464.0,Phoradendron tomentosum (DC.) Engelm. ex A.Gray,Plantae,Phoradendron,tomentosum,7978464
Sphaerostephanos polycarpus,7856934,10954889.0,Sphaerostephanos polycarpus (Blume) Copel.,Plantae,Sphaerostephanos,polycarpus,10954889
Yeatesia viridiflora,3173218,,Yeatesia viridiflora (Nees) Small,Plantae,Yeatesia,viridiflora,3173218
Encelia densifolia,3118768,,Encelia densifolia C.Clark & Kyhos,Plantae,Encelia,densifolia,3118768
Geraea canescens,3091936,,Geraea canescens Torr. & A.Gray,Plantae,Geraea,canescens,3091936
Ozothamnus hookeri,3112020,,Ozothamnus hookeri Sond.,Plantae,Ozothamnus,hookeri,3112020
Tanacetum balsamitoides,3118191,,Tanacetum balsamitoides Sch.Bip.,Plantae,Tanacetum,balsamitoides,3118191
Eria bicolor,8437185,,Eria bicolor Lindl.,Plantae,Eria,bicolor,8437185
Herbertus norenus,8207868,,"Herbertus norenus D.G.Long, D.Bell & H.H.Blom",Plantae,Herbertus,norenus,8207868
Salvia dugesii,3903485,,Salvia dugesii Fernald,Plantae,Salvia,dugesii,3903485
Trichocoleopsis sacculata,2688709,,Trichocoleopsis sacculata (Mitt.) S.Okamura,Plantae,Trichocoleopsis,sacculata,2688709
Xanthostemon arenarius,3180836,,Xanthostemon arenarius Peter G.Wilson,Plantae,Xanthostemon,arenarius,3180836
Xanthostemon chrysanthus,3180849,,Xanthostemon chrysanthus (F.Muell.) Benth.,Plantae,Xanthostemon,chrysanthus,3180849
Xanthostemon crenulatus,3180861,,Xanthostemon crenulatus C.T.White,Plantae,Xanthostemon,crenulatus,3180861
Xanthostemon eucalyptoides,3180782,,Xanthostemon eucalyptoides F.Muell.,Plantae,Xanthostemon,eucalyptoides,3180782
Xanthostemon formosus,3180840,,Xanthostemon formosus Peter G.Wilson,Plantae,Xanthostemon,formosus,3180840
Xanthostemon paradoxus,3180833,,Xanthostemon paradoxus F.Muell.,Plantae,Xanthostemon,paradoxus,3180833
Xanthostemon psidioides,3180837,,Xanthostemon psidioides (A.Cunn. ex Lindl.) Paul G.Wilson & J.T.Waterh.,Plantae,Xanthostemon,psidioides,3180837
Xanthostemon umbrosus,3180829,,Xanthostemon umbrosus (Lindl.) Peter G.Wilson & Waterh.,Plantae,Xanthostemon,umbrosus,3180829
Xanthostemon verticillatus,3180744,,Xanthostemon verticillatus (C.T.White & Francis) L.S.Sm.,Plantae,Xanthostemon,verticillatus,3180744
Xanthostemon whitei,3180839,,Xanthostemon whitei Gugerli,Plantae,Xanthostemon,whitei,3180839
Xanthostemon xerophilus,3180821,,Xanthostemon xerophilus Peter G.Wilson,Plantae,Xanthostemon,xerophilus,3180821
Xanthostemon youngii,3180758,,Xanthostemon youngii C.T.White & Francis,Plantae,Xanthostemon,youngii,3180758
Artemisia valentina,3120683,9796205.0,Artemisia valentina Lam.,Plantae,Artemisia,valentina,9796205
Hevea Brasiliensis,2974708,,Hovea R.Br.,Plantae,Hevea,Brasiliensis,2974708
Launaea nudicaulis,3144742,,Launaea nudicaulis (L.) Hook.fil.,Plantae,Launaea,nudicaulis,3144742
Launaea spinosa,3144859,,Launaea spinosa (Forssk.) Sch.Bip. ex Kuntze,Plantae,Launaea,spinosa,3144859
Lonicera gracilipes,5598552,,Lonicera gracilipes Miq.,Plantae,Lonicera,gracilipes,5598552
Adenophora triphylla,5409255,,Adenophora triphylla (Thunb.) A.DC.,Plantae,Adenophora,triphylla,5409255
Ailanthus triphysa,3708775,,Ailanthus triphysa (Dennst.) Alston,Plantae,Ailanthus,triphysa,3708775
Boykinia watanabei,3753830,3755010.0,Boykinia watanabei (Yatabe) Makino,Plantae,Boykinia,watanabei,3755010
Carpolobia lutea,4049471,,Carpolobia lutea G.Don,Plantae,Carpolobia,lutea,4049471
Cerastium candidissimum,3812924,,Cerastium candidissimum Correns,Plantae,Cerastium,candidissimum,3812924
Gonioma kamassi,5535561,,Gonioma kamassi E.Mey.,Plantae,Gonioma,kamassi,5535561
Libanothamnus tamanus,3091947,3091948.0,Libanothamnus tamanus (Cuatrec.) Cuatrec.,Plantae,Libanothamnus,tamanus,3091948
Licania carii,2985250,,Licania Aubl.,Plantae,Licania,carii,2985250
Plantago arenaria,3189762,,Plantago arenaria Waldst. & Kit.,Plantae,Plantago,arenaria,3189762
Achillea pseudoaleppica,3120402,,Achillea pseudoaleppica Hub.-Mor.,Plantae,Achillea,pseudoaleppica,3120402
Gardenia aubryi,5335114,,Gardenia aubryi Vieill.,Plantae,Gardenia,aubryi,5335114
Citrofortunella mitis,3190398,3831218.0,Citrofortunella mitis (Blanco) J.Ingram & H.E.Moore,Plantae,Citrofortunella,mitis,3831218
Cupressus,10225588,,Cupressus L.,Plantae,Cupressus,spp.,10225588
Jungermannia truncata NEES,8427944,7807109.0,Jungermannia truncata Nees,Plantae,Jungermannia,truncata,7807109
Marjorana hortensis,3882325,,Marjorana G.Don,Plantae,Marjorana,hortensis,3882325
Marsupella alpina,8518043,5286356.0,Marsupella alpina (Gottsche ex Husn.) Bernet,Plantae,Marsupella,alpina,5286356
Melaleuca triumphalis,5415738,,Melaleuca triumphalis Craven,Plantae,Melaleuca,triumphalis,5415738
Ocotea floribunda,3034082,,Ocotea floribunda (Sw.) Mez,Plantae,Ocotea,floribunda,3034082
Ocotea tonduzii,4181592,,Ocotea tonduzii Standl.,Plantae,Ocotea,tonduzii,4181592
Porophyllum gracile,3104005,,Porophyllum gracile Benth.,Plantae,Porophyllum,gracile,3104005
Rhododendron capitatum,4166976,,Rhododendron capitatum Maxim.,Plantae,Rhododendron,capitatum,4166976
Thryptomene saxicola,3177566,,Thryptomene saxicola (A.Cunn. ex Hook.) Schauer,Plantae,Thryptomene,saxicola,3177566
Abies pindrow,2685683,,Abies pindrow (Royle ex D.Don) Royle,Plantae,Abies,pindrow,2685683
Acaciella glauca,3794870,,Acaciella glauca (L.) L.Rico,Plantae,Acaciella,glauca,3794870
Aceratium megalospermum,7291037,,Aceratium megalospermum (F.Muell.) Balgooy,Plantae,Aceratium,megalospermum,7291037
Aconitum gigas,7277294,,Aconitum gigas H.Lév. & Vaniot,Plantae,Aconitum,gigas,7277294
Ageratina dendroides,5400688,3113868.0,Ageratina dendroides (Spreng.) R.M.King & H.Rob.,Plantae,Ageratina,dendroides,3113868
Amomum micranthum,5301611,10924222.0,Amomum micranthum Ridl.,Plantae,Amomum,micranthum,10924222
Aureolaria virginica,3170773,,Aureolaria virginica (L.) Pennell,Plantae,Aureolaria,virginica,3170773
Bauhinia multinervia,2953377,,Bauhinia multinervia (Kunth) DC.,Plantae,Bauhinia,multinervia,2953377
Bromelia plumieri,5287971,5287967.0,Bromelia plumieri (É.Morren) L.B.Sm.,Plantae,Bromelia,plumieri,5287967
Carpinus orientalis,2875780,,Carpinus orientalis Mill.,Plantae,Carpinus,orientalis,2875780
Cassia kleinii,5351440,2950011.0,Cassia kleinii Wight & Arn.,Plantae,Cassia,kleinii,2950011
Ceanothus sanguineus,3039303,,Ceanothus sanguineus Pursh,Plantae,Ceanothus,sanguineus,3039303
Cephalotaxus harringtonia,6360715,,Cephalotaxus harringtonia (Knight ex J.Forbes) K.Koch,Plantae,Cephalotaxus,harringtonia,6360715
Cephalotaxus harringtonii,2685280,,Cephalotaxus harringtonii (Knight ex J.Forbes) K.Koch,Plantae,Cephalotaxus,harringtonii,2685280
Cephalotus follicularis,5576485,,Cephalotus follicularis Labill.,Plantae,Cephalotus,follicularis,5576485
Coriaria ruscifolia,3701768,,Coriaria ruscifolia L.,Plantae,Coriaria,ruscifolia,3701768
Cornus controversa,7846556,,Cornus controversa Hemsl.,Plantae,Cornus,controversa,7846556
Cotoneaster acutifolius,3025770,,Cotoneaster acutifolius Turcz.,Plantae,Cotoneaster,acutifolius,3025770
Cotoneaster divaricatus,3026334,,Cotoneaster divaricatus Rehder & E.H.Wilson,Plantae,Cotoneaster,divaricatus,3026334
Cotoneaster franchetii,3026162,,Cotoneaster franchetii Boiss.,Plantae,Cotoneaster,franchetii,3026162
Cotoneaster multiflorus,3025939,,Cotoneaster multiflorus Bunge,Plantae,Cotoneaster,multiflorus,3025939
Cotoneaster obscurus,3025948,,Cotoneaster obscurus Rehder & E.H.Wilson,Plantae,Cotoneaster,obscurus,3025948
Cotoneaster soongoricus,3025638,,Cotoneaster soongoricus (Regel & Herder) Popov,Plantae,Cotoneaster,soongoricus,3025638
Cotoneaster zabelii,3025605,,Cotoneaster zabelii C.K.Schneid.,Plantae,Cotoneaster,zabelii,3025605
Craspedia pleiocephala,5389193,3150232.0,Craspedia pleiocephala F.Muell.,Plantae,Craspedia,pleiocephala,3150232
Cupaniopsis macropetala,3783877,,Cupaniopsis macropetala Radlk.,Plantae,Cupaniopsis,macropetala,3783877
Dendrophthoe longiflora,4002044,,Dendrophthoe longiflora (Desr.) Blume,Plantae,Dendrophthoe,longiflora,4002044
Desmodium molliculum,2967640,,Desmodium molliculum (Kunth) DC.,Plantae,Desmodium,molliculum,2967640
Diplusodon rotundifolius,3989862,,Diplusodon rotundifolius DC.,Plantae,Diplusodon,rotundifolius,3989862
Doryopteris decipiens,2651766,,Doryopteris decipiens (Hook.) J.Sm.,Plantae,Doryopteris,decipiens,2651766
Echium sericeum,4067812,8326885.0,Echium sericeum Vahl,Plantae,Echium,sericeum,8326885
